Delivery_person_Ratings,Delivery_person_Age,time_periods,Time_taken(min)
4.6,34,19:00-22:00,44
4.1,30,22:00-00:00,20
4.5,33,19:00-22:00,36
5.0,23,16:00-19:00,39
4.5,38,16:00-19:00,26
5.0,34,19:00-22:00,26
4.4,37,10:00-13:00,39
4.7,30,22:00-00:00,19
4.7,32,22:00-00:00,17
4.8,32,16:00-19:00,31
4.9,22,22:00-00:00,12
4.2,37,19:00-22:00,44
4.9,38,16:00-19:00,28
5.0,36,10:00-13:00,29
4.9,21,16:00-19:00,25
4.1,23,07:00-10:00,20
4.7,23,22:00-00:00,11
4.7,22,07:00-10:00,13
4.7,30,07:00-10:00,27
4.7,27,19:00-22:00,28
4.6,30,16:00-19:00,38
4.8,30,19:00-22:00,47
4.6,24,16:00-19:00,25
4.3,30,19:00-22:00,37
4.6,37,22:00-00:00,26
4.4,33,13:00-16:00,36
4.8,32,22:00-00:00,12
5.0,30,16:00-19:00,24
4.9,35,22:00-00:00,26
4.7,28,16:00-19:00,17
4.8,31,22:00-00:00,23
4.6,20,16:00-19:00,20
4.8,31,13:00-16:00,26
4.0,21,16:00-19:00,38
4.7,31,22:00-00:00,23
4.4,31,19:00-22:00,40
4.7,24,22:00-00:00,22
4.4,39,07:00-10:00,29
5.0,29,16:00-19:00,29
4.8,26,22:00-00:00,24
4.4,36,16:00-19:00,47
4.5,24,19:00-22:00,20
4.7,26,10:00-13:00,10
4.5,25,22:00-00:00,19
4.6,30,10:00-13:00,28
4.7,32,19:00-22:00,46
4.6,29,10:00-13:00,30
4.6,29,19:00-22:00,26
5.0,29,19:00-22:00,18
4.6,33,22:00-00:00,21
4.6,20,10:00-13:00,23
4.0,36,16:00-19:00,34
5.0,20,19:00-22:00,30
4.4,32,13:00-16:00,34
5.0,37,22:00-00:00,24
4.9,23,16:00-19:00,25
5.0,20,07:00-10:00,11
4.2,30,22:00-00:00,28
4.9,31,19:00-22:00,31
4.8,29,10:00-13:00,12
5.0,25,19:00-22:00,27
5.0,37,19:00-22:00,36
5.0,25,19:00-22:00,22
4.4,24,19:00-22:00,35
4.7,24,19:00-22:00,16
4.7,37,22:00-00:00,26
4.8,32,07:00-10:00,24
4.5,31,16:00-19:00,32
4.7,35,22:00-00:00,29
4.7,27,07:00-10:00,12
4.6,25,19:00-22:00,44
4.8,33,13:00-16:00,25
4.1,33,13:00-16:00,31
4.5,34,22:00-00:00,18
4.6,36,16:00-19:00,28
5.0,21,07:00-10:00,11
4.9,34,10:00-13:00,30
4.7,37,19:00-22:00,49
5.0,32,00:00-04:00,19
4.9,34,16:00-19:00,44
4.7,29,19:00-22:00,25
5.0,28,19:00-22:00,32
4.9,33,10:00-13:00,20
4.8,25,10:00-13:00,19
4.9,35,16:00-19:00,17
4.9,23,16:00-19:00,18
4.9,32,19:00-22:00,26
5.0,25,19:00-22:00,27
4.8,39,16:00-19:00,34
4.7,33,19:00-22:00,33
4.9,24,10:00-13:00,17
4.6,29,22:00-00:00,15
4.8,20,19:00-22:00,15
4.5,30,19:00-22:00,30
4.5,24,19:00-22:00,28
4.6,29,22:00-00:00,21
4.7,28,22:00-00:00,15
4.2,37,19:00-22:00,34
4.7,34,16:00-19:00,30
4.6,36,19:00-22:00,25
4.7,22,19:00-22:00,12
4.8,20,19:00-22:00,23
4.6,28,19:00-22:00,29
4.4,39,10:00-13:00,38
5.0,21,10:00-13:00,14
4.2,39,22:00-00:00,25
5.0,38,22:00-00:00,26
4.9,30,13:00-16:00,28
4.9,38,07:00-10:00,16
4.7,20,22:00-00:00,21
4.1,27,10:00-13:00,17
4.6,34,19:00-22:00,54
4.7,38,16:00-19:00,26
5.0,32,19:00-22:00,54
5.0,23,22:00-00:00,12
4.8,24,22:00-00:00,17
4.9,34,22:00-00:00,16
4.6,26,19:00-22:00,23
4.7,20,19:00-22:00,38
4.8,39,13:00-16:00,28
4.7,21,16:00-19:00,15
4.7,25,22:00-00:00,15
4.9,26,16:00-19:00,19
4.9,21,10:00-13:00,16
4.6,31,19:00-22:00,15
4.7,39,16:00-19:00,28
3.7,36,19:00-22:00,36
4.6,36,16:00-19:00,21
4.6,33,16:00-19:00,27
4.8,31,19:00-22:00,18
4.5,37,16:00-19:00,16
4.3,31,19:00-22:00,31
4.5,30,22:00-00:00,20
4.7,37,07:00-10:00,19
5.0,27,22:00-00:00,13
4.9,34,22:00-00:00,27
4.6,24,16:00-19:00,18
4.8,35,10:00-13:00,25
4.5,28,22:00-00:00,11
4.8,28,22:00-00:00,10
4.5,22,19:00-22:00,25
4.8,24,16:00-19:00,28
4.8,32,16:00-19:00,44
4.9,35,19:00-22:00,43
4.9,27,10:00-13:00,10
4.7,36,19:00-22:00,27
4.7,33,22:00-00:00,28
4.9,37,19:00-22:00,45
4.6,21,19:00-22:00,19
4.8,21,16:00-19:00,19
4.9,30,22:00-00:00,29
4.6,36,19:00-22:00,46
4.7,26,07:00-10:00,13
4.6,22,10:00-13:00,26
4.7,39,10:00-13:00,29
4.0,26,19:00-22:00,37
4.0,38,16:00-19:00,33
4.8,24,10:00-13:00,18
4.5,22,13:00-16:00,21
4.4,24,19:00-22:00,31
4.7,34,16:00-19:00,44
4.3,33,19:00-22:00,31
4.5,31,19:00-22:00,28
4.9,25,22:00-00:00,23
4.9,34,22:00-00:00,18
4.6,28,19:00-22:00,25
4.1,27,22:00-00:00,16
4.2,29,22:00-00:00,15
4.3,29,16:00-19:00,32
4.9,34,07:00-10:00,24
4.5,27,19:00-22:00,29
5.0,25,19:00-22:00,10
4.5,33,07:00-10:00,23
5.0,22,19:00-22:00,24
5.0,37,22:00-00:00,38
4.6,20,19:00-22:00,26
4.8,28,10:00-13:00,35
4.8,28,07:00-10:00,11
4.6,32,16:00-19:00,17
4.7,34,19:00-22:00,28
4.5,20,19:00-22:00,26
4.1,34,19:00-22:00,38
4.7,23,16:00-19:00,22
4.6,32,07:00-10:00,19
4.8,32,19:00-22:00,20
4.1,31,19:00-22:00,49
4.6,39,19:00-22:00,29
4.4,21,10:00-13:00,34
4.1,32,19:00-22:00,46
4.7,31,19:00-22:00,40
4.7,20,19:00-22:00,21
4.6,34,10:00-13:00,34
4.6,21,19:00-22:00,26
4.9,22,13:00-16:00,37
4.8,27,19:00-22:00,15
4.5,29,19:00-22:00,41
4.7,36,16:00-19:00,21
4.1,28,19:00-22:00,32
5.0,25,10:00-13:00,26
4.8,30,16:00-19:00,47
4.9,35,19:00-22:00,32
4.8,25,22:00-00:00,15
4.6,27,19:00-22:00,49
4.6,22,19:00-22:00,21
4.9,20,19:00-22:00,21
4.7,23,22:00-00:00,16
4.9,29,19:00-22:00,35
4.7,39,07:00-10:00,22
4.8,29,19:00-22:00,14
4.6,28,19:00-22:00,29
4.7,33,22:00-00:00,22
4.6,28,19:00-22:00,19
4.0,24,07:00-10:00,25
4.8,39,19:00-22:00,49
4.2,28,19:00-22:00,42
4.5,37,10:00-13:00,27
4.7,33,16:00-19:00,38
4.7,37,10:00-13:00,21
4.6,29,16:00-19:00,25
4.3,38,19:00-22:00,34
4.6,37,19:00-22:00,47
4.7,25,10:00-13:00,20
4.8,30,16:00-19:00,29
4.6,37,22:00-00:00,28
4.5,23,13:00-16:00,26
4.6,30,16:00-19:00,19
4.2,38,16:00-19:00,33
4.5,36,19:00-22:00,23
4.9,26,19:00-22:00,24
4.9,25,22:00-00:00,17
4.9,31,10:00-13:00,32
4.9,23,22:00-00:00,16
4.6,35,16:00-19:00,28
4.7,29,19:00-22:00,22
4.8,34,22:00-00:00,29
4.8,25,22:00-00:00,18
4.1,29,16:00-19:00,37
4.7,23,19:00-22:00,25
4.6,31,22:00-00:00,23
4.7,37,19:00-22:00,27
4.7,23,19:00-22:00,21
4.9,39,07:00-10:00,13
4.0,33,16:00-19:00,43
4.4,34,16:00-19:00,34
4.7,26,22:00-00:00,10
5.0,38,10:00-13:00,23
4.8,33,10:00-13:00,28
3.3,28,22:00-00:00,31
4.1,39,19:00-22:00,36
4.8,20,16:00-19:00,29
4.6,25,22:00-00:00,26
4.8,39,19:00-22:00,28
4.6,22,19:00-22:00,37
4.5,34,16:00-19:00,24
4.7,33,19:00-22:00,17
4.2,26,13:00-16:00,38
4.8,29,22:00-00:00,27
4.5,26,07:00-10:00,12
4.8,25,13:00-16:00,24
4.8,34,19:00-22:00,25
4.4,28,19:00-22:00,32
4.9,21,16:00-19:00,34
4.7,23,10:00-13:00,13
4.9,35,19:00-22:00,22
4.6,28,22:00-00:00,22
4.1,32,16:00-19:00,31
4.8,36,22:00-00:00,24
4.4,23,16:00-19:00,33
4.8,26,10:00-13:00,29
4.8,30,07:00-10:00,24
4.2,33,19:00-22:00,49
4.9,36,07:00-10:00,29
4.1,39,16:00-19:00,33
4.5,35,10:00-13:00,24
5.0,35,19:00-22:00,28
4.9,25,10:00-13:00,19
4.6,26,19:00-22:00,14
4.9,35,22:00-00:00,26
4.8,27,19:00-22:00,29
4.6,20,00:00-04:00,13
4.9,39,16:00-19:00,21
4.9,33,16:00-19:00,18
5.0,31,19:00-22:00,46
4.6,28,22:00-00:00,15
4.8,21,19:00-22:00,25
4.9,22,16:00-19:00,25
4.7,22,19:00-22:00,15
4.8,38,22:00-00:00,18
4.9,32,19:00-22:00,15
4.9,31,22:00-00:00,22
4.7,21,19:00-22:00,20
4.5,23,19:00-22:00,24
4.8,38,13:00-16:00,18
4.8,25,19:00-22:00,30
4.1,39,22:00-00:00,32
4.8,24,19:00-22:00,23
4.4,22,22:00-00:00,17
4.7,33,10:00-13:00,16
4.9,37,19:00-22:00,38
4.9,28,22:00-00:00,27
4.9,30,16:00-19:00,32
4.2,37,19:00-22:00,38
4.7,29,19:00-22:00,25
4.8,25,22:00-00:00,30
4.8,33,19:00-22:00,25
4.7,27,22:00-00:00,12
4.7,22,16:00-19:00,28
3.0,30,22:00-00:00,34
4.1,22,16:00-19:00,38
5.0,27,10:00-13:00,20
4.2,32,19:00-22:00,34
5.0,20,07:00-10:00,16
4.8,28,22:00-00:00,10
4.5,20,19:00-22:00,16
4.5,28,19:00-22:00,15
4.6,37,16:00-19:00,28
4.5,39,19:00-22:00,32
4.6,39,16:00-19:00,41
4.9,29,19:00-22:00,29
4.9,34,22:00-00:00,24
4.9,23,19:00-22:00,25
5.0,39,16:00-19:00,19
4.6,20,10:00-13:00,13
4.6,30,19:00-22:00,28
4.3,34,19:00-22:00,44
3.5,33,19:00-22:00,34
4.7,38,22:00-00:00,28
3.7,32,22:00-00:00,39
4.4,32,19:00-22:00,38
4.9,33,19:00-22:00,16
4.1,36,19:00-22:00,48
4.8,28,22:00-00:00,15
5.0,20,22:00-00:00,10
5.0,22,22:00-00:00,24
4.8,33,22:00-00:00,13
3.8,35,19:00-22:00,41
3.7,36,19:00-22:00,41
4.8,23,10:00-13:00,18
4.3,24,16:00-19:00,34
4.7,26,19:00-22:00,28
4.8,24,16:00-19:00,33
5.0,37,19:00-22:00,28
4.4,37,19:00-22:00,49
4.7,29,19:00-22:00,22
4.7,36,16:00-19:00,25
4.8,30,10:00-13:00,17
4.7,39,22:00-00:00,29
4.7,27,00:00-04:00,27
4.8,31,19:00-22:00,28
4.7,38,22:00-00:00,24
4.8,29,16:00-19:00,17
4.9,31,19:00-22:00,41
4.5,22,22:00-00:00,15
4.7,25,19:00-22:00,30
4.7,38,22:00-00:00,25
4.8,28,10:00-13:00,22
4.1,38,16:00-19:00,32
4.8,30,22:00-00:00,17
4.7,33,22:00-00:00,20
4.2,26,22:00-00:00,38
4.9,31,19:00-22:00,28
4.8,31,19:00-22:00,49
4.3,35,16:00-19:00,49
4.7,36,22:00-00:00,28
4.9,25,19:00-22:00,28
4.1,23,07:00-10:00,18
4.8,39,22:00-00:00,28
4.9,22,19:00-22:00,28
4.8,24,19:00-22:00,24
4.6,39,22:00-00:00,22
4.7,37,16:00-19:00,41
4.6,29,22:00-00:00,29
4.8,26,16:00-19:00,19
4.8,20,22:00-00:00,21
4.7,29,19:00-22:00,22
4.2,33,19:00-22:00,34
4.0,37,16:00-19:00,39
4.5,32,10:00-13:00,30
5.0,27,10:00-13:00,20
4.6,36,22:00-00:00,19
5.0,24,16:00-19:00,24
4.6,23,07:00-10:00,13
5.0,24,22:00-00:00,24
4.9,33,22:00-00:00,17
4.6,33,16:00-19:00,31
5.0,31,16:00-19:00,34
4.3,32,19:00-22:00,42
3.8,33,16:00-19:00,36
5.0,23,22:00-00:00,26
4.4,29,19:00-22:00,32
4.4,22,22:00-00:00,22
4.7,20,07:00-10:00,21
4.2,34,22:00-00:00,48
4.7,26,16:00-19:00,28
4.4,33,19:00-22:00,40
4.7,34,19:00-22:00,26
5.0,28,19:00-22:00,17
4.8,26,16:00-19:00,17
4.2,37,16:00-19:00,45
4.0,31,22:00-00:00,27
4.3,32,22:00-00:00,31
4.6,22,10:00-13:00,15
4.6,33,19:00-22:00,24
4.8,30,10:00-13:00,20
4.9,28,07:00-10:00,18
4.7,35,16:00-19:00,26
4.9,39,16:00-19:00,27
4.8,35,19:00-22:00,37
4.8,36,19:00-22:00,37
4.7,22,19:00-22:00,15
4.6,30,19:00-22:00,26
4.6,29,19:00-22:00,29
4.9,25,13:00-16:00,24
4.2,25,07:00-10:00,29
4.6,28,16:00-19:00,38
4.8,26,22:00-00:00,15
4.2,35,00:00-04:00,41
4.5,34,19:00-22:00,30
4.0,27,16:00-19:00,31
4.6,34,19:00-22:00,28
4.8,30,19:00-22:00,34
4.8,34,22:00-00:00,23
4.8,27,10:00-13:00,24
4.6,35,16:00-19:00,27
4.1,28,13:00-16:00,37
2.5,29,22:00-00:00,34
3.9,22,10:00-13:00,52
4.2,31,16:00-19:00,40
4.7,26,22:00-00:00,16
4.5,22,13:00-16:00,27
5.0,33,22:00-00:00,23
5.0,32,19:00-22:00,39
4.6,27,19:00-22:00,12
4.9,37,22:00-00:00,29
4.5,30,16:00-19:00,17
5.0,32,16:00-19:00,21
4.6,20,19:00-22:00,22
4.5,34,16:00-19:00,17
4.8,25,19:00-22:00,24
4.8,38,16:00-19:00,25
4.4,30,19:00-22:00,32
4.2,21,16:00-19:00,35
4.8,22,19:00-22:00,19
4.8,25,16:00-19:00,30
4.9,24,22:00-00:00,17
4.1,30,10:00-13:00,33
5.0,20,16:00-19:00,27
4.1,35,07:00-10:00,21
4.6,30,19:00-22:00,26
4.9,32,19:00-22:00,25
4.0,38,19:00-22:00,32
4.0,30,07:00-10:00,31
4.5,38,19:00-22:00,39
4.2,38,22:00-00:00,36
4.2,36,16:00-19:00,49
4.6,27,16:00-19:00,20
4.8,31,16:00-19:00,30
4.7,36,16:00-19:00,27
4.3,31,19:00-22:00,51
4.8,26,22:00-00:00,17
4.8,28,19:00-22:00,19
4.6,30,19:00-22:00,47
4.2,30,22:00-00:00,34
4.7,22,22:00-00:00,17
4.7,26,16:00-19:00,16
4.5,31,19:00-22:00,26
4.8,28,16:00-19:00,24
5.0,29,19:00-22:00,42
4.7,26,22:00-00:00,19
4.8,31,16:00-19:00,40
3.6,39,19:00-22:00,32
4.7,22,10:00-13:00,15
4.6,39,10:00-13:00,25
4.9,24,07:00-10:00,19
4.8,27,22:00-00:00,28
4.2,24,19:00-22:00,50
4.2,25,19:00-22:00,36
5.0,37,10:00-13:00,20
4.6,20,07:00-10:00,17
4.9,23,07:00-10:00,18
4.9,38,22:00-00:00,23
4.7,20,16:00-19:00,28
5.0,22,19:00-22:00,25
5.0,30,19:00-22:00,40
5.0,22,16:00-19:00,26
5.0,37,16:00-19:00,48
5.0,30,19:00-22:00,36
4.7,21,22:00-00:00,24
4.8,33,22:00-00:00,18
5.0,24,19:00-22:00,29
4.7,27,16:00-19:00,27
4.5,22,16:00-19:00,26
4.8,30,07:00-10:00,20
4.6,27,22:00-00:00,18
4.9,20,19:00-22:00,11
3.7,38,19:00-22:00,37
4.9,35,16:00-19:00,47
4.3,22,07:00-10:00,27
5.0,35,00:00-04:00,30
4.9,28,16:00-19:00,27
4.9,35,10:00-13:00,25
4.7,33,10:00-13:00,18
4.9,21,19:00-22:00,16
5.0,24,16:00-19:00,18
4.8,29,10:00-13:00,20
5.0,20,22:00-00:00,22
4.7,36,19:00-22:00,25
4.7,29,22:00-00:00,20
4.7,38,07:00-10:00,26
4.7,27,13:00-16:00,15
4.2,34,07:00-10:00,28
4.7,24,22:00-00:00,10
4.9,37,19:00-22:00,25
4.6,36,22:00-00:00,20
4.3,37,22:00-00:00,35
4.8,22,13:00-16:00,17
4.5,23,16:00-19:00,11
4.1,21,19:00-22:00,42
4.6,36,19:00-22:00,26
4.9,38,16:00-19:00,28
4.7,20,22:00-00:00,18
5.0,21,19:00-22:00,25
4.1,23,07:00-10:00,21
5.0,35,19:00-22:00,25
4.8,29,00:00-04:00,17
4.9,31,19:00-22:00,21
4.8,35,07:00-10:00,27
4.3,35,16:00-19:00,43
4.6,36,19:00-22:00,28
4.8,33,19:00-22:00,35
4.9,26,22:00-00:00,23
4.1,38,19:00-22:00,33
5.0,36,16:00-19:00,36
4.5,25,07:00-10:00,15
4.6,22,19:00-22:00,33
4.6,37,22:00-00:00,28
4.6,36,10:00-13:00,30
4.3,33,16:00-19:00,39
4.8,35,19:00-22:00,46
4.8,22,16:00-19:00,12
4.9,32,22:00-00:00,24
4.7,37,22:00-00:00,29
4.5,23,16:00-19:00,27
4.5,37,19:00-22:00,45
4.9,24,22:00-00:00,29
4.9,25,13:00-16:00,29
4.7,32,22:00-00:00,18
4.7,22,19:00-22:00,16
4.6,26,19:00-22:00,23
3.7,32,19:00-22:00,33
4.1,24,19:00-22:00,34
4.8,23,16:00-19:00,22
4.1,24,19:00-22:00,36
4.6,21,19:00-22:00,20
4.5,26,19:00-22:00,21
4.8,29,16:00-19:00,21
4.8,22,16:00-19:00,26
4.6,27,13:00-16:00,27
4.7,27,19:00-22:00,17
3.8,35,19:00-22:00,34
4.5,25,19:00-22:00,11
4.9,25,19:00-22:00,31
5.0,22,13:00-16:00,27
3.6,30,16:00-19:00,39
4.4,32,07:00-10:00,22
5.0,31,19:00-22:00,26
4.1,31,19:00-22:00,41
4.9,30,16:00-19:00,25
4.8,36,19:00-22:00,27
4.7,36,10:00-13:00,29
4.6,21,07:00-10:00,10
4.6,26,19:00-22:00,15
4.5,39,19:00-22:00,29
4.9,20,10:00-13:00,20
4.9,23,16:00-19:00,10
4.1,25,19:00-22:00,35
4.5,31,22:00-00:00,23
4.7,26,07:00-10:00,12
4.7,36,19:00-22:00,28
3.5,36,19:00-22:00,40
4.1,32,13:00-16:00,40
5.0,38,22:00-00:00,29
4.8,39,19:00-22:00,15
4.6,27,22:00-00:00,18
5.0,35,16:00-19:00,46
4.9,23,16:00-19:00,21
4.6,25,22:00-00:00,23
4.8,21,07:00-10:00,21
5.0,39,07:00-10:00,28
5.0,24,16:00-19:00,26
4.5,35,22:00-00:00,27
4.2,34,10:00-13:00,20
4.8,21,16:00-19:00,15
4.6,39,00:00-04:00,25
4.7,23,07:00-10:00,18
4.2,20,16:00-19:00,39
3.5,24,22:00-00:00,36
4.8,22,13:00-16:00,26
4.5,36,22:00-00:00,16
4.5,25,22:00-00:00,28
4.6,38,16:00-19:00,26
4.3,30,16:00-19:00,33
5.0,31,22:00-00:00,16
4.5,30,22:00-00:00,15
4.9,39,16:00-19:00,46
4.6,38,19:00-22:00,30
4.9,29,10:00-13:00,13
4.9,38,19:00-22:00,26
4.6,38,16:00-19:00,33
4.9,28,16:00-19:00,25
4.5,37,10:00-13:00,27
5.0,28,22:00-00:00,36
4.3,39,22:00-00:00,20
4.9,27,22:00-00:00,18
4.9,37,10:00-13:00,29
4.8,22,22:00-00:00,10
4.7,29,22:00-00:00,11
4.7,30,22:00-00:00,26
4.3,36,19:00-22:00,33
4.5,29,13:00-16:00,22
4.6,24,22:00-00:00,12
4.7,36,10:00-13:00,40
4.6,31,16:00-19:00,33
4.9,34,19:00-22:00,29
5.0,21,19:00-22:00,28
4.8,32,16:00-19:00,36
4.8,33,22:00-00:00,22
4.2,36,19:00-22:00,39
5.0,21,19:00-22:00,25
4.6,23,19:00-22:00,32
4.7,37,19:00-22:00,22
4.9,30,19:00-22:00,29
4.8,29,16:00-19:00,18
4.4,22,19:00-22:00,37
4.9,36,16:00-19:00,25
5.0,35,10:00-13:00,26
4.6,21,22:00-00:00,11
5.0,21,22:00-00:00,22
4.6,32,10:00-13:00,26
4.7,25,16:00-19:00,12
4.9,39,22:00-00:00,25
4.9,36,22:00-00:00,21
4.9,21,10:00-13:00,19
4.8,30,22:00-00:00,15
4.7,21,16:00-19:00,29
4.5,23,10:00-13:00,19
4.6,34,22:00-00:00,18
3.5,32,19:00-22:00,36
4.6,26,22:00-00:00,10
4.9,22,10:00-13:00,10
4.8,31,19:00-22:00,15
4.7,35,22:00-00:00,15
4.6,39,22:00-00:00,18
4.8,35,19:00-22:00,30
4.7,35,07:00-10:00,19
4.9,24,19:00-22:00,38
4.9,32,16:00-19:00,23
4.7,37,19:00-22:00,29
4.8,22,07:00-10:00,19
4.0,29,19:00-22:00,33
4.9,31,07:00-10:00,25
4.9,30,19:00-22:00,27
4.6,36,16:00-19:00,18
4.4,24,19:00-22:00,40
4.7,38,16:00-19:00,21
4.7,21,16:00-19:00,14
4.8,36,22:00-00:00,15
4.6,37,19:00-22:00,31
4.5,26,22:00-00:00,15
4.6,25,07:00-10:00,14
3.7,35,19:00-22:00,33
4.7,20,16:00-19:00,22
4.5,38,10:00-13:00,29
4.6,33,10:00-13:00,35
4.7,26,16:00-19:00,18
4.8,30,22:00-00:00,15
4.5,36,16:00-19:00,37
4.8,31,13:00-16:00,17
4.0,23,13:00-16:00,32
4.7,31,22:00-00:00,20
5.0,20,07:00-10:00,14
4.8,36,19:00-22:00,35
4.6,22,19:00-22:00,25
4.6,27,16:00-19:00,34
4.7,32,19:00-22:00,41
5.0,29,16:00-19:00,22
4.7,23,22:00-00:00,11
4.7,26,19:00-22:00,34
4.6,38,19:00-22:00,54
4.9,38,22:00-00:00,14
4.6,28,22:00-00:00,17
4.9,39,16:00-19:00,28
5.0,24,16:00-19:00,12
4.7,38,19:00-22:00,28
4.7,36,19:00-22:00,30
4.7,23,19:00-22:00,24
4.8,37,07:00-10:00,18
4.7,39,16:00-19:00,21
5.0,28,10:00-13:00,17
4.7,21,10:00-13:00,16
4.6,20,07:00-10:00,16
4.9,20,19:00-22:00,37
4.6,33,22:00-00:00,27
4.7,35,19:00-22:00,36
4.7,25,16:00-19:00,24
4.9,22,22:00-00:00,29
4.8,36,22:00-00:00,21
4.9,25,13:00-16:00,16
4.5,22,22:00-00:00,11
4.7,27,10:00-13:00,18
4.4,25,10:00-13:00,39
4.6,26,19:00-22:00,10
4.9,27,10:00-13:00,23
4.4,33,19:00-22:00,32
4.1,37,16:00-19:00,33
2.8,24,22:00-00:00,43
4.8,33,10:00-13:00,37
4.4,26,19:00-22:00,44
4.5,27,22:00-00:00,10
4.9,37,16:00-19:00,36
4.9,23,19:00-22:00,19
4.7,37,16:00-19:00,32
4.7,20,19:00-22:00,47
4.2,25,10:00-13:00,28
4.5,27,07:00-10:00,22
4.8,33,10:00-13:00,33
4.5,32,16:00-19:00,47
4.8,21,16:00-19:00,12
4.9,22,22:00-00:00,24
4.7,35,13:00-16:00,27
3.5,36,22:00-00:00,34
4.9,25,16:00-19:00,25
4.8,29,10:00-13:00,23
4.5,34,19:00-22:00,17
4.9,22,22:00-00:00,22
4.5,26,19:00-22:00,15
5.0,33,10:00-13:00,10
5.0,36,16:00-19:00,25
4.6,29,13:00-16:00,27
4.3,38,16:00-19:00,38
4.7,27,13:00-16:00,26
4.1,37,13:00-16:00,43
4.8,35,22:00-00:00,16
4.4,36,16:00-19:00,37
3.7,39,16:00-19:00,33
4.9,35,22:00-00:00,23
4.6,28,13:00-16:00,22
4.7,32,19:00-22:00,43
4.9,38,19:00-22:00,53
4.8,27,07:00-10:00,17
4.2,31,19:00-22:00,44
4.8,23,19:00-22:00,29
4.2,38,19:00-22:00,34
4.7,27,19:00-22:00,38
4.4,30,13:00-16:00,31
4.8,38,19:00-22:00,28
4.1,22,19:00-22:00,40
4.6,31,22:00-00:00,19
4.6,25,19:00-22:00,20
4.4,35,19:00-22:00,36
4.4,20,13:00-16:00,49
3.7,31,22:00-00:00,39
4.0,30,16:00-19:00,31
4.5,24,19:00-22:00,10
4.7,32,22:00-00:00,25
4.6,35,10:00-13:00,27
4.9,21,19:00-22:00,29
4.9,21,22:00-00:00,22
4.8,28,16:00-19:00,38
4.6,20,07:00-10:00,23
4.6,20,10:00-13:00,23
4.7,23,22:00-00:00,16
4.5,30,16:00-19:00,29
4.6,20,16:00-19:00,20
4.7,39,19:00-22:00,29
4.0,39,19:00-22:00,41
4.3,37,22:00-00:00,40
4.7,24,16:00-19:00,14
4.5,29,13:00-16:00,25
4.4,32,07:00-10:00,23
4.7,39,19:00-22:00,41
4.6,25,10:00-13:00,23
3.8,33,19:00-22:00,40
4.8,29,19:00-22:00,28
4.6,36,16:00-19:00,21
4.7,37,13:00-16:00,27
4.7,29,10:00-13:00,19
3.7,34,19:00-22:00,35
4.9,33,16:00-19:00,18
4.2,36,19:00-22:00,44
4.9,24,07:00-10:00,15
4.6,24,16:00-19:00,20
4.1,34,19:00-22:00,37
4.9,23,19:00-22:00,27
4.5,25,22:00-00:00,27
4.4,25,19:00-22:00,32
4.6,22,22:00-00:00,16
4.6,38,22:00-00:00,22
4.9,37,10:00-13:00,20
4.6,25,19:00-22:00,22
4.8,32,16:00-19:00,25
4.5,38,07:00-10:00,25
4.8,36,16:00-19:00,16
4.4,31,19:00-22:00,51
3.9,35,19:00-22:00,32
4.6,23,19:00-22:00,32
4.7,22,22:00-00:00,12
4.6,30,16:00-19:00,18
4.8,28,16:00-19:00,18
4.6,22,22:00-00:00,24
4.0,26,19:00-22:00,35
4.9,30,22:00-00:00,30
4.5,33,16:00-19:00,40
4.8,38,22:00-00:00,24
4.9,25,16:00-19:00,19
4.5,24,07:00-10:00,10
4.7,32,16:00-19:00,18
4.8,34,07:00-10:00,25
4.4,26,10:00-13:00,33
4.6,27,16:00-19:00,11
4.9,26,19:00-22:00,25
4.7,34,07:00-10:00,23
4.9,25,22:00-00:00,20
4.7,26,22:00-00:00,19
4.8,37,19:00-22:00,18
4.6,28,07:00-10:00,11
5.0,33,19:00-22:00,30
4.3,36,10:00-13:00,31
4.8,24,19:00-22:00,29
4.7,26,22:00-00:00,20
4.7,37,07:00-10:00,28
4.5,34,00:00-04:00,26
4.3,31,16:00-19:00,33
4.5,23,16:00-19:00,16
4.2,21,22:00-00:00,21
4.7,35,19:00-22:00,38
4.9,24,16:00-19:00,38
4.0,30,16:00-19:00,36
5.0,20,22:00-00:00,28
4.9,26,16:00-19:00,12
4.1,30,07:00-10:00,28
4.9,21,16:00-19:00,23
4.5,39,13:00-16:00,28
4.8,22,19:00-22:00,19
4.8,27,16:00-19:00,15
4.6,22,10:00-13:00,18
4.6,22,16:00-19:00,36
4.9,30,07:00-10:00,22
4.7,22,16:00-19:00,17
4.6,24,19:00-22:00,19
4.6,24,16:00-19:00,26
4.7,28,16:00-19:00,12
4.9,35,22:00-00:00,10
5.0,22,16:00-19:00,26
4.2,26,22:00-00:00,19
4.8,27,10:00-13:00,20
4.8,35,22:00-00:00,23
4.2,33,07:00-10:00,23
4.6,30,19:00-22:00,54
5.0,21,07:00-10:00,16
4.0,35,16:00-19:00,38
4.6,30,07:00-10:00,21
4.6,22,19:00-22:00,38
4.9,27,22:00-00:00,19
4.8,38,19:00-22:00,28
4.0,35,19:00-22:00,34
4.6,28,19:00-22:00,24
4.1,39,22:00-00:00,38
4.7,21,10:00-13:00,15
4.9,28,10:00-13:00,15
4.9,30,22:00-00:00,27
4.8,38,22:00-00:00,20
