,ID,Delivery_person_Ratings,Delivery_person_Age,time_periods,Time_taken(min),Age_Group,Time_Group
25062,0x4adc ,4.1,38,13:00-16:00,33,30-40,30-40
25063,0xb41e ,4.7,38,22:00-23:59,25,30-40,20-30
25064,0x9125 ,4.8,28,19:00-22:00,22,20-30,20-30
25065,0x74b6 ,4.6,26,19:00-22:00,46,20-30,40-54
25066,0x12d6 ,3.9,32,19:00-22:00,42,30-40,40-54
25067,0x72bb ,5.0,25,22:00-23:59,27,20-30,20-30
25068,0x99c2 ,4.7,24,19:00-22:00,11,20-30,10-20
25069,0x8840 ,5.0,25,22:00-23:59,10,20-30,10-20
25070,0x9e67 ,4.8,23,16:00-19:00,15,20-30,10-20
25071,0x756a ,4.5,26,10:00-13:00,19,20-30,10-20
25072,0x2fd4 ,4.9,37,13:00-16:00,15,30-40,10-20
25073,0x1e03 ,4.8,22,16:00-19:00,26,20-30,20-30
25074,0xbe5c ,4.8,29,07:00-10:00,20,20-30,20-30
25075,0xd3ff ,5.0,21,00:00-04:00,21,20-30,20-30
25076,0x2bef ,4.8,27,19:00-22:00,27,20-30,20-30
25077,0x979c ,4.0,38,22:00-23:59,33,30-40,30-40
25079,0x12e6 ,4.4,24,07:00-10:00,21,20-30,20-30
25080,0x5d6c ,4.6,39,22:00-23:59,29,30-40,20-30
25081,0x1cb7 ,4.6,22,19:00-22:00,26,20-30,20-30
25082,0x9087 ,5.0,23,19:00-22:00,36,20-30,30-40
25083,0x8634 ,4.5,26,07:00-10:00,18,20-30,10-20
25084,0x3bec ,4.6,39,16:00-19:00,26,30-40,20-30
25085,0x4b62 ,4.7,30,13:00-16:00,29,30-40,20-30
25086,0x35cb ,4.9,34,22:00-23:59,10,30-40,10-20
25087,0x78a1 ,3.5,33,16:00-19:00,38,30-40,30-40
25089,0x59ad ,4.6,25,16:00-19:00,23,20-30,20-30
25090,0x6256 ,4.6,29,19:00-22:00,22,20-30,20-30
25091,0x84cc ,4.8,34,22:00-23:59,28,30-40,20-30
25092,0xb901 ,4.8,26,19:00-22:00,36,20-30,30-40
25093,0x4647 ,4.6,31,10:00-13:00,30,30-40,30-40
25094,0x62ac ,4.6,32,00:00-04:00,26,30-40,20-30
25095,0xd296 ,4.7,38,19:00-22:00,43,30-40,40-54
25096,0xb681 ,4.7,38,22:00-23:59,19,30-40,10-20
25097,0x90b7 ,4.8,31,19:00-22:00,26,30-40,20-30
25098,0x2752 ,4.7,23,22:00-23:59,11,20-30,10-20
25099,0x4ee7 ,4.9,33,19:00-22:00,49,30-40,40-54
25100,0x40e3 ,4.4,30,19:00-22:00,37,30-40,30-40
25101,0x1723 ,4.3,31,19:00-22:00,41,30-40,40-54
25102,0x2588 ,4.8,34,19:00-22:00,42,30-40,40-54
25103,0x46be ,4.6,33,10:00-13:00,24,30-40,20-30
25104,0xdd55 ,4.1,33,19:00-22:00,38,30-40,30-40
25105,0xd13 ,3.9,30,19:00-22:00,39,30-40,30-40
25106,0xe081 ,4.4,34,16:00-19:00,40,30-40,40-54
25107,0x82a2 ,4.1,30,19:00-22:00,34,30-40,30-40
25108,0xbd6a ,4.6,28,19:00-22:00,39,20-30,30-40
25109,0x3bbe ,4.9,33,13:00-16:00,26,30-40,20-30
25110,0xca3f ,4.7,28,19:00-22:00,14,20-30,10-20
25111,0x5e1c ,4.2,31,19:00-22:00,42,30-40,40-54
25112,0xc597 ,4.9,36,13:00-16:00,26,30-40,20-30
25113,0x1adb ,4.1,33,16:00-19:00,34,30-40,30-40
25114,0x7e25 ,4.6,21,16:00-19:00,19,20-30,10-20
25115,0xa684 ,4.7,26,16:00-19:00,36,20-30,30-40
25116,0x8fc1 ,4.6,24,22:00-23:59,24,20-30,20-30
25117,0x4d64 ,4.7,25,10:00-13:00,27,20-30,20-30
25118,0x5214 ,4.8,34,19:00-22:00,27,30-40,20-30
25119,0x1891 ,4.8,26,07:00-10:00,13,20-30,10-20
25120,0x492c ,4.5,38,10:00-13:00,21,30-40,20-30
25121,0x32a6 ,4.8,31,19:00-22:00,32,30-40,30-40
25122,0x6517 ,5.0,37,19:00-22:00,26,30-40,20-30
25123,0x5f7f ,4.5,29,07:00-10:00,22,20-30,20-30
25124,0x6cc4 ,4.4,25,10:00-13:00,17,20-30,10-20
25125,0x9762 ,4.8,21,19:00-22:00,16,20-30,10-20
25126,0x7fe2 ,4.6,25,19:00-22:00,46,20-30,40-54
25128,0x7f4d ,4.6,32,22:00-23:59,16,30-40,10-20
25129,0xa28b ,4.8,29,16:00-19:00,17,20-30,10-20
25131,0x7057 ,4.9,28,19:00-22:00,21,20-30,20-30
25132,0x255a ,4.9,20,19:00-22:00,26,20-30,20-30
25133,0xaecb ,4.1,31,19:00-22:00,42,30-40,40-54
25134,0x8a3a ,4.7,39,22:00-23:59,28,30-40,20-30
25135,0x77fa ,4.9,38,16:00-19:00,18,30-40,10-20
25136,0x422a ,4.8,26,19:00-22:00,22,20-30,20-30
25137,0x1f6d ,4.8,27,19:00-22:00,17,20-30,10-20
25138,0x8cd5 ,4.5,36,19:00-22:00,31,30-40,30-40
25139,0x149a ,4.6,32,22:00-23:59,31,30-40,30-40
25140,0xdc5f ,4.1,38,19:00-22:00,44,30-40,40-54
25141,0x58a7 ,4.6,25,07:00-10:00,18,20-30,10-20
25142,0x2c93 ,5.0,21,07:00-10:00,10,20-30,10-20
25143,0xcf0c ,4.7,35,22:00-23:59,21,30-40,20-30
25144,0xb86 ,4.9,28,19:00-22:00,22,20-30,20-30
25145,0x56c5 ,4.1,38,22:00-23:59,41,30-40,40-54
25146,0x2e98 ,5.0,27,19:00-22:00,21,20-30,20-30
25147,0x607b ,4.6,24,22:00-23:59,19,20-30,10-20
25148,0xc5ee ,5.0,34,10:00-13:00,36,30-40,30-40
25149,0xbbe7 ,4.9,39,22:00-23:59,22,30-40,20-30
25150,0x59bf ,4.7,29,19:00-22:00,13,20-30,10-20
25151,0x8814 ,4.5,33,16:00-19:00,23,30-40,20-30
25152,0x5234 ,5.0,28,13:00-16:00,27,20-30,20-30
25153,0x4df9 ,4.7,26,19:00-22:00,29,20-30,20-30
25154,0xb1c3 ,4.7,35,00:00-04:00,28,30-40,20-30
25155,0x802f ,4.1,33,19:00-22:00,37,30-40,30-40
25156,0x4d8e ,4.8,20,19:00-22:00,47,20-30,40-54
25157,0xcca ,5.0,32,07:00-10:00,15,30-40,10-20
25159,0x2f7f ,4.9,30,19:00-22:00,30,30-40,30-40
25160,0x3672 ,4.7,28,07:00-10:00,23,20-30,20-30
25161,0x88d9 ,2.6,28,22:00-23:59,41,20-30,40-54
25162,0x344a ,4.7,25,16:00-19:00,30,20-30,30-40
25163,0x5db9 ,4.7,34,07:00-10:00,22,30-40,20-30
25165,0x4fc6 ,4.5,32,19:00-22:00,40,30-40,40-54
25166,0x751b ,4.6,29,16:00-19:00,13,20-30,10-20
25167,0x5a28 ,4.8,31,16:00-19:00,28,30-40,20-30
25168,0xd6b2 ,4.1,24,19:00-22:00,33,20-30,30-40
25169,0xba43 ,4.5,25,19:00-22:00,11,20-30,10-20
25170,0xc620 ,4.5,21,22:00-23:59,13,20-30,10-20
25172,0xc96a ,4.9,34,19:00-22:00,29,30-40,20-30
25173,0xd7b6 ,4.5,33,19:00-22:00,47,30-40,40-54
25174,0x648d ,4.9,33,22:00-23:59,21,30-40,20-30
25176,0xaf6b ,4.9,21,19:00-22:00,27,20-30,20-30
25177,0xcbc ,4.8,32,19:00-22:00,26,30-40,20-30
25178,0x1c6d ,4.7,36,07:00-10:00,24,30-40,20-30
25181,0xe1ba ,4.8,34,22:00-23:59,20,30-40,20-30
25182,0xaaa7 ,4.9,20,19:00-22:00,12,20-30,10-20
25183,0x6622 ,4.8,20,19:00-22:00,29,20-30,20-30
25184,0x49ad ,4.9,31,22:00-23:59,24,30-40,20-30
25185,0x649c ,4.8,37,07:00-10:00,26,30-40,20-30
25187,0x8cd2 ,4.6,24,22:00-23:59,10,20-30,10-20
25188,0x4f7a ,4.8,35,16:00-19:00,35,30-40,30-40
25189,0xa72d ,4.9,22,22:00-23:59,10,20-30,10-20
25190,0x4067 ,4.9,38,19:00-22:00,18,30-40,10-20
25191,0xb00c ,4.7,27,19:00-22:00,27,20-30,20-30
25192,0x2ef3 ,4.6,38,19:00-22:00,30,30-40,30-40
25194,0x4231 ,4.7,24,16:00-19:00,27,20-30,20-30
25195,0x7330 ,4.2,36,16:00-19:00,34,30-40,30-40
25196,0x205b ,4.7,39,22:00-23:59,21,30-40,20-30
25197,0x3692 ,4.8,25,19:00-22:00,24,20-30,20-30
25198,0x80f7 ,4.9,35,16:00-19:00,22,30-40,20-30
25199,0x975 ,4.6,30,19:00-22:00,52,30-40,40-54
25200,0xd3f7 ,4.8,28,13:00-16:00,16,20-30,10-20
25201,0x5589 ,4.6,36,19:00-22:00,34,30-40,30-40
25202,0x530b ,5.0,23,22:00-23:59,19,20-30,10-20
25203,0xc678 ,4.6,33,10:00-13:00,26,30-40,20-30
25204,0x6e2f ,4.8,32,16:00-19:00,29,30-40,20-30
25205,0x4453 ,4.7,27,16:00-19:00,22,20-30,20-30
25206,0x526d ,4.8,33,13:00-16:00,15,30-40,10-20
25207,0x5e16 ,4.6,22,19:00-22:00,12,20-30,10-20
25208,0x4588 ,5.0,36,10:00-13:00,27,30-40,20-30
25209,0x9d5c ,4.2,38,19:00-22:00,37,30-40,30-40
25210,0xc2ef ,5.0,39,07:00-10:00,19,30-40,10-20
25212,0xb8dd ,4.5,34,13:00-16:00,17,30-40,10-20
25214,0x3ec2 ,5.0,33,22:00-23:59,21,30-40,20-30
25216,0xe038 ,4.9,34,07:00-10:00,22,30-40,20-30
25218,0x3d3c ,4.2,39,16:00-19:00,35,30-40,30-40
25219,0x3b59 ,4.5,38,19:00-22:00,26,30-40,20-30
25220,0x77bf ,4.8,26,19:00-22:00,26,20-30,20-30
25221,0x262f ,4.6,38,19:00-22:00,42,30-40,40-54
25222,0x48eb ,4.7,31,10:00-13:00,32,30-40,30-40
25223,0x95e6 ,4.8,22,13:00-16:00,15,20-30,10-20
25224,0x2779 ,4.6,23,16:00-19:00,17,20-30,10-20
25225,0x5fc6 ,4.9,30,19:00-22:00,31,30-40,30-40
25226,0xcf2b ,4.6,30,22:00-23:59,25,30-40,20-30
25227,0x42dc ,4.8,36,16:00-19:00,35,30-40,30-40
25229,0xdb1b ,4.7,36,22:00-23:59,19,30-40,10-20
25230,0x840f ,4.6,31,07:00-10:00,16,30-40,10-20
25231,0x3b4b ,4.1,33,19:00-22:00,43,30-40,40-54
25232,0x69d3 ,4.9,23,22:00-23:59,18,20-30,10-20
25233,0x567f ,4.6,22,16:00-19:00,41,20-30,40-54
25234,0xa937 ,4.9,21,22:00-23:59,25,20-30,20-30
25237,0xc797 ,4.4,31,16:00-19:00,40,30-40,40-54
25238,0xc0a6 ,4.8,32,22:00-23:59,20,30-40,20-30
25239,0x7155 ,4.7,21,22:00-23:59,28,20-30,20-30
25240,0x6df0 ,4.8,26,10:00-13:00,22,20-30,20-30
25241,0x442f ,4.4,35,19:00-22:00,41,30-40,40-54
25242,0xd3ca ,4.5,20,16:00-19:00,13,20-30,10-20
25243,0x51c0 ,4.6,27,10:00-13:00,18,20-30,10-20
25244,0x4f1b ,4.1,33,16:00-19:00,41,30-40,40-54
25245,0x3542 ,4.4,39,16:00-19:00,31,30-40,30-40
25246,0x4626 ,4.7,30,07:00-10:00,15,30-40,10-20
25247,0xb6b9 ,4.4,26,22:00-23:59,28,20-30,20-30
25248,0x89d3 ,4.5,24,13:00-16:00,26,20-30,20-30
25249,0x95c2 ,4.9,25,16:00-19:00,19,20-30,10-20
25250,0x3640 ,4.1,27,19:00-22:00,45,20-30,40-54
25251,0x736a ,5.0,35,19:00-22:00,25,30-40,20-30
25252,0x38e3 ,4.8,36,07:00-10:00,25,30-40,20-30
25253,0x8c61 ,4.7,28,16:00-19:00,15,20-30,10-20
25254,0x9321 ,4.6,35,22:00-23:59,21,30-40,20-30
25255,0xd542 ,4.7,30,22:00-23:59,21,30-40,20-30
25256,0x7162 ,4.7,30,19:00-22:00,41,30-40,40-54
25257,0x8e91 ,4.6,37,19:00-22:00,25,30-40,20-30
25258,0x7907 ,4.6,21,07:00-10:00,15,20-30,10-20
25259,0xc21b ,5.0,31,22:00-23:59,23,30-40,20-30
25261,0x825a ,4.7,35,22:00-23:59,24,30-40,20-30
25262,0x8586 ,4.5,22,16:00-19:00,25,20-30,20-30
25263,0x22b7 ,4.8,37,16:00-19:00,33,30-40,30-40
25264,0xddec ,4.2,20,16:00-19:00,38,20-30,30-40
25265,0x5cda ,4.6,32,19:00-22:00,26,30-40,20-30
25266,0xa30d ,4.6,38,16:00-19:00,29,30-40,20-30
25267,0x467d ,4.8,30,22:00-23:59,15,30-40,10-20
25268,0x17b3 ,4.8,27,19:00-22:00,17,20-30,10-20
25269,0xc3e3 ,4.8,38,22:00-23:59,23,30-40,20-30
25270,0x2fec ,4.8,39,10:00-13:00,25,30-40,20-30
25271,0x1ca5 ,4.9,37,13:00-16:00,48,30-40,40-54
25272,0xcd90 ,3.3,36,22:00-23:59,32,30-40,30-40
25273,0x6b4e ,4.8,31,19:00-22:00,48,30-40,40-54
25274,0x1b14 ,4.4,29,19:00-22:00,42,20-30,40-54
25275,0x9310 ,4.7,21,22:00-23:59,21,20-30,20-30
25276,0x7899 ,4.7,37,16:00-19:00,26,30-40,20-30
25277,0x2369 ,4.4,39,07:00-10:00,25,30-40,20-30
25278,0x2364 ,4.4,25,19:00-22:00,44,20-30,40-54
25279,0xe07b ,4.8,21,19:00-22:00,30,20-30,30-40
25280,0x1f41 ,4.8,26,10:00-13:00,24,20-30,20-30
25281,0x83e1 ,3.5,30,22:00-23:59,37,30-40,30-40
25282,0xddd8 ,4.3,29,22:00-23:59,19,20-30,10-20
25283,0x4ae3 ,4.7,25,22:00-23:59,14,20-30,10-20
25284,0xc2f5 ,4.6,22,19:00-22:00,39,20-30,30-40
25286,0x623f ,4.8,39,22:00-23:59,38,30-40,30-40
25287,0x9443 ,4.9,28,22:00-23:59,24,20-30,20-30
25288,0xc1f9 ,4.8,24,10:00-13:00,22,20-30,20-30
25289,0x3219 ,4.9,26,16:00-19:00,27,20-30,20-30
25290,0x49fb ,4.8,21,19:00-22:00,32,20-30,30-40
25291,0x8e0c ,4.8,21,16:00-19:00,36,20-30,30-40
25292,0x31b1 ,4.5,29,13:00-16:00,21,20-30,20-30
25293,0x203c ,4.6,21,22:00-23:59,17,20-30,10-20
25294,0x1ce6 ,4.7,31,19:00-22:00,47,30-40,40-54
25295,0x7373 ,4.7,25,10:00-13:00,12,20-30,10-20
25296,0x21f4 ,4.1,29,19:00-22:00,37,20-30,30-40
25297,0x7b11 ,4.6,23,13:00-16:00,16,20-30,10-20
25299,0x5264 ,4.9,30,07:00-10:00,15,30-40,10-20
25300,0xbd5b ,4.9,29,22:00-23:59,23,20-30,20-30
25301,0x41da ,4.6,31,22:00-23:59,29,30-40,20-30
25302,0x74f2 ,4.8,21,07:00-10:00,19,20-30,10-20
25303,0xe1c7 ,4.8,26,10:00-13:00,37,20-30,30-40
25304,0xbca8 ,4.4,22,13:00-16:00,31,20-30,30-40
25305,0x5a77 ,4.9,21,19:00-22:00,38,20-30,30-40
25306,0xcbd7 ,4.7,39,10:00-13:00,16,30-40,10-20
25307,0x78f0 ,4.7,22,07:00-10:00,10,20-30,10-20
25308,0xc35b ,4.8,21,13:00-16:00,16,20-30,10-20
25309,0x1794 ,5.0,28,16:00-19:00,22,20-30,20-30
25310,0x5f89 ,4.9,31,19:00-22:00,27,30-40,20-30
25311,0x3d48 ,4.9,26,22:00-23:59,11,20-30,10-20
25313,0x3453 ,4.9,24,10:00-13:00,31,20-30,30-40
25315,0x6c46 ,4.6,37,07:00-10:00,21,30-40,20-30
25316,0x489f ,4.2,34,16:00-19:00,38,30-40,30-40
25318,0xc286 ,4.8,23,16:00-19:00,22,20-30,20-30
25319,0xaf30 ,4.7,39,22:00-23:59,27,30-40,20-30
25320,0x6044 ,4.9,22,19:00-22:00,23,20-30,20-30
25321,0x86b1 ,4.5,36,22:00-23:59,37,30-40,30-40
25322,0x2804 ,4.5,26,16:00-19:00,22,20-30,20-30
25323,0x53ae ,4.8,39,10:00-13:00,25,30-40,20-30
25324,0xc0c8 ,4.7,20,22:00-23:59,17,20-30,10-20
25325,0xcc40 ,4.9,33,19:00-22:00,30,30-40,30-40
25326,0x7135 ,4.7,38,19:00-22:00,43,30-40,40-54
25327,0xcc30 ,5.0,21,22:00-23:59,14,20-30,10-20
25328,0x935b ,4.9,37,16:00-19:00,39,30-40,30-40
25329,0x212e ,4.5,21,16:00-19:00,26,20-30,20-30
25331,0x914c ,4.6,21,10:00-13:00,23,20-30,20-30
25333,0x9631 ,4.5,23,10:00-13:00,22,20-30,20-30
25334,0x2da6 ,4.6,26,07:00-10:00,14,20-30,10-20
25335,0x68b6 ,4.8,32,16:00-19:00,33,30-40,30-40
25336,0x8f07 ,4.9,38,22:00-23:59,15,30-40,10-20
25337,0xa4ba ,4.8,21,22:00-23:59,15,20-30,10-20
25338,0x1673 ,4.4,31,16:00-19:00,36,30-40,30-40
25339,0x8222 ,4.6,20,16:00-19:00,15,20-30,10-20
25340,0x1c86 ,4.9,25,16:00-19:00,25,20-30,20-30
25341,0x7e65 ,4.5,20,16:00-19:00,14,20-30,10-20
25342,0x195c ,4.6,26,22:00-23:59,22,20-30,20-30
25343,0x4867 ,4.7,21,19:00-22:00,44,20-30,40-54
25344,0x35ef ,4.8,38,22:00-23:59,17,30-40,10-20
25345,0x6a6e ,5.0,35,16:00-19:00,25,30-40,20-30
25346,0x7081 ,4.8,28,19:00-22:00,24,20-30,20-30
25347,0x77d7 ,4.9,29,19:00-22:00,17,20-30,10-20
25348,0xafa7 ,4.7,24,19:00-22:00,25,20-30,20-30
25349,0x4af9 ,4.9,22,16:00-19:00,25,20-30,20-30
25350,0x8ac5 ,3.9,35,19:00-22:00,31,30-40,30-40
25351,0x61e3 ,4.9,24,10:00-13:00,21,20-30,20-30
25352,0xab63 ,4.6,21,22:00-23:59,22,20-30,20-30
25353,0xde4e ,4.7,33,16:00-19:00,30,30-40,30-40
25354,0x670a ,4.6,24,19:00-22:00,10,20-30,10-20
25355,0x836a ,4.6,38,22:00-23:59,15,30-40,10-20
25356,0x65cc ,4.7,23,19:00-22:00,38,20-30,30-40
25357,0x5d0c ,4.9,34,22:00-23:59,23,30-40,20-30
25358,0x24a3 ,4.8,20,19:00-22:00,18,20-30,10-20
25359,0x576a ,4.9,25,10:00-13:00,23,20-30,20-30
25360,0x9aac ,4.8,23,22:00-23:59,10,20-30,10-20
25361,0x2d76 ,4.6,33,16:00-19:00,49,30-40,40-54
25362,0xcfac ,4.6,32,10:00-13:00,27,30-40,20-30
25363,0x4f74 ,4.8,37,22:00-23:59,25,30-40,20-30
25364,0x6929 ,4.8,34,16:00-19:00,22,30-40,20-30
25366,0xbc38 ,4.8,29,10:00-13:00,11,20-30,10-20
25367,0x63d9 ,4.7,27,07:00-10:00,19,20-30,10-20
25368,0x48ca ,4.5,27,13:00-16:00,16,20-30,10-20
25369,0x64ba ,4.1,27,07:00-10:00,18,20-30,10-20
25370,0x9ef9 ,4.7,26,22:00-23:59,29,20-30,20-30
25371,0xbc10 ,4.6,25,10:00-13:00,19,20-30,10-20
25372,0xc4cc ,4.7,20,22:00-23:59,27,20-30,20-30
25373,0xa02c ,4.9,29,19:00-22:00,23,20-30,20-30
25374,0x77e5 ,4.8,30,16:00-19:00,33,30-40,30-40
25375,0xc45a ,4.7,34,19:00-22:00,27,30-40,20-30
25376,0x311c ,4.7,31,19:00-22:00,25,30-40,20-30
25377,0x2707 ,4.4,30,22:00-23:59,30,30-40,30-40
25378,0xc47e ,4.1,22,07:00-10:00,16,20-30,10-20
25379,0x96e5 ,4.5,21,10:00-13:00,15,20-30,10-20
25380,0x7e7a ,4.7,24,16:00-19:00,20,20-30,20-30
25381,0x2e44 ,4.7,33,10:00-13:00,20,30-40,20-30
25382,0x1ee4 ,4.1,25,19:00-22:00,32,20-30,30-40
25383,0x66b6 ,4.1,33,19:00-22:00,34,30-40,30-40
25384,0x389b ,4.7,24,19:00-22:00,24,20-30,20-30
25385,0xa56d ,4.8,30,19:00-22:00,20,30-40,20-30
25386,0x16e2 ,4.6,39,19:00-22:00,32,30-40,30-40
25387,0x743d ,4.5,39,07:00-10:00,17,30-40,10-20
25388,0xdc17 ,4.9,29,19:00-22:00,17,20-30,10-20
25389,0x2422 ,4.8,29,19:00-22:00,19,20-30,10-20
25390,0x8d1 ,4.8,28,10:00-13:00,15,20-30,10-20
25391,0x4a27 ,4.5,31,16:00-19:00,21,30-40,20-30
25392,0x1e00 ,4.8,32,19:00-22:00,27,30-40,20-30
25393,0x26ca ,4.1,35,22:00-23:59,42,30-40,40-54
25394,0x21c1 ,4.5,33,16:00-19:00,28,30-40,20-30
25395,0x84f6 ,4.5,30,22:00-23:59,21,30-40,20-30
25396,0x8eee ,4.7,25,19:00-22:00,34,20-30,30-40
25397,0xb9d ,4.8,39,19:00-22:00,28,30-40,20-30
25398,0xe0cd ,4.2,37,16:00-19:00,38,30-40,30-40
25399,0x3924 ,4.9,25,16:00-19:00,27,20-30,20-30
25400,0x3d11 ,4.4,29,10:00-13:00,24,20-30,20-30
25401,0x44f3 ,4.9,23,10:00-13:00,27,20-30,20-30
25402,0x5a00 ,4.7,25,19:00-22:00,25,20-30,20-30
25403,0xb996 ,4.6,31,22:00-23:59,20,30-40,20-30
25404,0xeba ,4.8,22,19:00-22:00,27,20-30,20-30
25405,0xa857 ,4.8,26,16:00-19:00,20,20-30,20-30
25407,0xc2f9 ,4.3,34,16:00-19:00,39,30-40,30-40
25408,0x9b17 ,4.9,24,13:00-16:00,15,20-30,10-20
25409,0xbcb5 ,4.6,36,10:00-13:00,33,30-40,30-40
25410,0x6ff3 ,4.7,28,19:00-22:00,24,20-30,20-30
25411,0xa8e3 ,4.5,35,13:00-16:00,28,30-40,20-30
25412,0xce9a ,4.9,37,16:00-19:00,29,30-40,20-30
25413,0x47f0 ,4.8,26,22:00-23:59,15,20-30,10-20
25414,0x4037 ,4.0,37,19:00-22:00,47,30-40,40-54
25417,0x7cf1 ,4.6,35,22:00-23:59,24,30-40,20-30
25418,0xb4e ,4.4,39,19:00-22:00,39,30-40,30-40
25419,0xbd7b ,4.6,30,19:00-22:00,52,30-40,40-54
25420,0x4526 ,4.5,37,22:00-23:59,24,30-40,20-30
25421,0x49e8 ,4.5,25,19:00-22:00,29,20-30,20-30
25422,0x49a7 ,4.2,39,13:00-16:00,39,30-40,30-40
25423,0xdef0 ,4.8,34,16:00-19:00,34,30-40,30-40
25424,0x6a03 ,4.1,38,10:00-13:00,31,30-40,30-40
25425,0x6955 ,5.0,39,16:00-19:00,40,30-40,40-54
25426,0x99f4 ,4.9,27,19:00-22:00,48,20-30,40-54
25427,0x488c ,4.2,28,07:00-10:00,28,20-30,20-30
25428,0x5b08 ,4.7,37,07:00-10:00,18,30-40,10-20
25429,0x4762 ,4.8,31,10:00-13:00,28,30-40,20-30
25430,0x576d ,4.5,28,10:00-13:00,24,20-30,20-30
25431,0x52f2 ,4.7,22,10:00-13:00,27,20-30,20-30
25432,0x60bf ,4.2,32,19:00-22:00,33,30-40,30-40
25433,0x5187 ,5.0,21,19:00-22:00,15,20-30,10-20
25435,0xb420 ,4.9,24,22:00-23:59,26,20-30,20-30
25436,0x3eb4 ,4.7,31,19:00-22:00,41,30-40,40-54
25437,0xbfcc ,4.7,29,13:00-16:00,17,20-30,10-20
25438,0x4ed8 ,4.9,25,19:00-22:00,38,20-30,30-40
25439,0xde69 ,4.6,36,19:00-22:00,30,30-40,30-40
25440,0x7ba5 ,4.7,25,13:00-16:00,21,20-30,20-30
25441,0xb8a1 ,4.6,27,16:00-19:00,14,20-30,10-20
25443,0x18f8 ,4.1,32,13:00-16:00,32,30-40,30-40
25444,0xb1c7 ,4.7,21,16:00-19:00,28,20-30,20-30
25445,0x9923 ,4.6,24,13:00-16:00,26,20-30,20-30
25446,0xbcbc ,4.7,21,07:00-10:00,18,20-30,10-20
25447,0x6cc7 ,4.9,23,10:00-13:00,17,20-30,10-20
25448,0xb105 ,4.9,33,19:00-22:00,41,30-40,40-54
25449,0xc6f3 ,4.7,29,22:00-23:59,16,20-30,10-20
25450,0xaba4 ,4.8,39,22:00-23:59,15,30-40,10-20
25451,0xdcbf ,4.7,27,19:00-22:00,28,20-30,20-30
25452,0xd23f ,4.7,21,16:00-19:00,17,20-30,10-20
25453,0xe19c ,4.5,27,19:00-22:00,21,20-30,20-30
25454,0x771f ,4.7,24,22:00-23:59,21,20-30,20-30
25456,0x2844 ,4.9,35,13:00-16:00,29,30-40,20-30
25457,0xb677 ,4.9,22,19:00-22:00,16,20-30,10-20
25458,0x6275 ,3.6,32,19:00-22:00,43,30-40,40-54
25459,0xb76b ,3.6,30,19:00-22:00,33,30-40,30-40
25460,0x72a7 ,4.0,36,19:00-22:00,34,30-40,30-40
25461,0x55bf ,4.7,31,19:00-22:00,34,30-40,30-40
25462,0xadd2 ,4.9,21,22:00-23:59,19,20-30,10-20
25464,0x2bc8 ,5.0,34,19:00-22:00,42,30-40,40-54
25465,0x7ef ,4.9,34,22:00-23:59,19,30-40,10-20
25466,0x5a6d ,4.6,38,16:00-19:00,22,30-40,20-30
25467,0xd34e ,4.6,20,07:00-10:00,11,20-30,10-20
25468,0x325e ,4.9,20,07:00-10:00,10,20-30,10-20
25469,0x9e3f ,4.9,22,19:00-22:00,11,20-30,10-20
25470,0x471e ,4.8,32,13:00-16:00,25,30-40,20-30
25471,0x1f7a ,4.4,30,16:00-19:00,35,30-40,30-40
25472,0x2d4f ,5.0,27,19:00-22:00,39,20-30,30-40
25473,0x9501 ,4.9,26,19:00-22:00,27,20-30,20-30
25474,0xa2f9 ,4.7,37,19:00-22:00,37,30-40,30-40
25475,0x3203 ,4.8,25,10:00-13:00,30,20-30,30-40
25476,0xdb1a ,4.7,25,19:00-22:00,18,20-30,10-20
25477,0x9f28 ,5.0,26,22:00-23:59,30,20-30,30-40
25479,0x2d44 ,4.3,31,16:00-19:00,34,30-40,30-40
25482,0xaf46 ,4.7,33,16:00-19:00,44,30-40,40-54
25483,0x7e9e ,4.6,20,07:00-10:00,12,20-30,10-20
25484,0xdb30 ,4.9,20,16:00-19:00,28,20-30,20-30
25485,0x48c5 ,4.5,21,16:00-19:00,19,20-30,10-20
25486,0xd3e3 ,4.9,26,22:00-23:59,19,20-30,10-20
25487,0x7046 ,4.1,35,22:00-23:59,39,30-40,30-40
25488,0x88c9 ,4.2,32,10:00-13:00,32,30-40,30-40
25489,0xc9cb ,4.9,28,10:00-13:00,18,20-30,10-20
25490,0x149c ,4.4,30,16:00-19:00,32,30-40,30-40
25491,0x7eb4 ,4.5,32,07:00-10:00,25,30-40,20-30
25492,0x3022 ,4.1,37,22:00-23:59,32,30-40,30-40
25493,0xdb3c ,4.6,30,16:00-19:00,30,30-40,30-40
25494,0xc6e7 ,4.6,21,22:00-23:59,18,20-30,10-20
25495,0xab8b ,5.0,39,13:00-16:00,28,30-40,20-30
25496,0x2b31 ,5.0,35,22:00-23:59,29,30-40,20-30
25497,0x704a ,4.5,30,19:00-22:00,27,30-40,20-30
25498,0x6e9b ,4.7,27,10:00-13:00,22,20-30,20-30
25499,0x769a ,4.6,25,22:00-23:59,23,20-30,20-30
25500,0x8307 ,4.7,34,16:00-19:00,32,30-40,30-40
25501,0xcd2c ,4.7,24,16:00-19:00,33,20-30,30-40
25502,0x84c6 ,4.7,34,19:00-22:00,19,30-40,10-20
25503,0xdd64 ,4.8,25,10:00-13:00,21,20-30,20-30
