,Road_traffic_density,Order_Date,Time_taken(min),time_periods,Order_Date_period
21420,Low,2022-03-17,19,10:00-13:00,2022-03-20 - 2022-03-31
21421,Medium,2022-03-12,17,16:00-19:00,2022-03-20 - 2022-03-31
21423,Medium,2022-03-14,27,19:00-22:00,2022-03-20 - 2022-03-31
21425,Medium,2022-03-21,20,16:00-19:00,2022-04-01 - 2022-04-10
21426,Low,2022-03-17,18,22:00-00:00,2022-03-20 - 2022-03-31
21428,Medium,2022-03-15,16,19:00-22:00,2022-03-20 - 2022-03-31
21430,Jam,2022-03-04,22,19:00-22:00,2022-03-10 - 2022-03-20
21434,Low,2022-03-20,16,22:00-00:00,2022-03-20 - 2022-03-31
21438,Medium,2022-03-07,18,16:00-19:00,2022-03-10 - 2022-03-20
21439,Jam,2022-03-02,34,19:00-22:00,2022-03-10 - 2022-03-20
21441,Jam,2022-03-18,28,19:00-22:00,2022-03-20 - 2022-03-31
21442,Jam,2022-03-14,15,19:00-22:00,2022-03-20 - 2022-03-31
21444,Low,2022-03-27,36,22:00-00:00,2022-04-01 - 2022-04-10
21446,Low,2022-03-30,29,07:00-10:00,2022-04-01 - 2022-04-10
21447,Low,2022-03-19,26,10:00-13:00,2022-03-20 - 2022-03-31
21448,Jam,2022-03-26,25,19:00-22:00,2022-04-01 - 2022-04-10
21449,Low,2022-03-26,17,07:00-10:00,2022-04-01 - 2022-04-10
21450,Low,2022-03-30,14,22:00-00:00,2022-04-01 - 2022-04-10
21451,Medium,2022-03-29,37,16:00-19:00,2022-04-01 - 2022-04-10
21452,Jam,2022-03-07,28,19:00-22:00,2022-03-10 - 2022-03-20
21453,High,2022-03-15,34,13:00-16:00,2022-03-20 - 2022-03-31
21454,Low,2022-03-29,20,22:00-00:00,2022-04-01 - 2022-04-10
21455,Jam,2022-03-12,54,19:00-22:00,2022-03-20 - 2022-03-31
21456,Low,2022-03-24,13,22:00-00:00,2022-04-01 - 2022-04-10
21457,Low,2022-03-25,18,22:00-00:00,2022-04-01 - 2022-04-10
21458,Low,2022-03-25,28,22:00-00:00,2022-04-01 - 2022-04-10
21459,Medium,2022-03-23,23,16:00-19:00,2022-04-01 - 2022-04-10
21460,Low,2022-03-12,26,22:00-00:00,2022-03-20 - 2022-03-31
21462,Low,2022-03-28,18,10:00-13:00,2022-04-01 - 2022-04-10
21463,Low,2022-03-14,39,22:00-00:00,2022-03-20 - 2022-03-31
21465,Low,2022-03-13,17,22:00-00:00,2022-03-20 - 2022-03-31
21467,Low,2022-03-06,39,22:00-00:00,2022-03-10 - 2022-03-20
21468,High,2022-03-09,11,10:00-13:00,2022-03-10 - 2022-03-20
21469,Low,2022-03-13,27,22:00-00:00,2022-03-20 - 2022-03-31
21470,Low,2022-03-26,21,22:00-00:00,2022-04-01 - 2022-04-10
21472,Low,2022-03-28,16,10:00-13:00,2022-04-01 - 2022-04-10
21473,Jam,2022-03-01,23,19:00-22:00,2022-03-01 - 2022-03-10
21474,Low,2022-03-21,16,07:00-10:00,2022-04-01 - 2022-04-10
21475,Low,2022-03-13,12,07:00-10:00,2022-03-20 - 2022-03-31
21476,Jam,2022-03-15,31,19:00-22:00,2022-03-20 - 2022-03-31
21478,Low,2022-03-25,23,22:00-00:00,2022-04-01 - 2022-04-10
21479,Medium,2022-03-14,39,16:00-19:00,2022-03-20 - 2022-03-31
21481,High,2022-03-01,48,10:00-13:00,2022-03-01 - 2022-03-10
21482,Jam,2022-03-27,46,19:00-22:00,2022-04-01 - 2022-04-10
21483,Medium,2022-03-23,43,16:00-19:00,2022-04-01 - 2022-04-10
21485,Jam,2022-03-16,36,19:00-22:00,2022-03-20 - 2022-03-31
21486,Jam,2022-03-01,28,19:00-22:00,2022-03-01 - 2022-03-10
21488,Low,2022-03-15,11,22:00-00:00,2022-03-20 - 2022-03-31
21490,Jam,2022-03-10,49,19:00-22:00,2022-03-10 - 2022-03-20
21491,Low,2022-03-06,28,22:00-00:00,2022-03-10 - 2022-03-20
21492,High,2022-03-17,15,13:00-16:00,2022-03-20 - 2022-03-31
21493,High,2022-03-19,29,10:00-13:00,2022-03-20 - 2022-03-31
21494,Jam,2022-03-20,38,19:00-22:00,2022-03-20 - 2022-03-31
21497,Low,2022-03-31,15,22:00-00:00,2022-04-01 - 2022-04-10
21498,Jam,2022-03-06,15,19:00-22:00,2022-03-10 - 2022-03-20
21503,Jam,2022-03-24,33,19:00-22:00,2022-04-01 - 2022-04-10
21504,Jam,2022-03-16,34,19:00-22:00,2022-03-20 - 2022-03-31
21506,Jam,2022-03-28,28,19:00-22:00,2022-04-01 - 2022-04-10
21510,Low,2022-03-15,19,10:00-13:00,2022-03-20 - 2022-03-31
21511,Low,2022-03-13,17,10:00-13:00,2022-03-20 - 2022-03-31
21512,Low,2022-03-30,15,07:00-10:00,2022-04-01 - 2022-04-10
21513,Jam,2022-03-16,26,19:00-22:00,2022-03-20 - 2022-03-31
21519,Jam,2022-03-26,37,19:00-22:00,2022-04-01 - 2022-04-10
21520,High,2022-03-19,19,10:00-13:00,2022-03-20 - 2022-03-31
21521,Low,2022-03-10,21,22:00-00:00,2022-03-10 - 2022-03-20
21522,Low,2022-03-12,36,22:00-00:00,2022-03-20 - 2022-03-31
21523,Low,2022-03-07,31,10:00-13:00,2022-03-10 - 2022-03-20
21524,Low,2022-03-01,10,07:00-10:00,2022-03-01 - 2022-03-10
21525,Medium,2022-03-06,25,16:00-19:00,2022-03-10 - 2022-03-20
21527,Jam,2022-03-01,29,19:00-22:00,2022-03-01 - 2022-03-10
21529,High,2022-03-19,25,10:00-13:00,2022-03-20 - 2022-03-31
21531,Jam,2022-03-20,36,19:00-22:00,2022-03-20 - 2022-03-31
21532,Jam,2022-03-09,36,19:00-22:00,2022-03-10 - 2022-03-20
21533,Medium,2022-03-08,22,16:00-19:00,2022-03-10 - 2022-03-20
21534,Low,2022-03-13,25,10:00-13:00,2022-03-20 - 2022-03-31
21536,Low,2022-03-21,10,22:00-00:00,2022-04-01 - 2022-04-10
21537,Low,2022-03-15,29,22:00-00:00,2022-03-20 - 2022-03-31
21538,Medium,2022-03-21,22,13:00-16:00,2022-04-01 - 2022-04-10
21540,Medium,2022-03-28,22,16:00-19:00,2022-04-01 - 2022-04-10
21541,Medium,2022-03-08,41,16:00-19:00,2022-03-10 - 2022-03-20
21542,Jam,2022-03-21,28,19:00-22:00,2022-04-01 - 2022-04-10
21543,Low,2022-03-27,21,22:00-00:00,2022-04-01 - 2022-04-10
21544,Medium,2022-03-01,19,16:00-19:00,2022-03-01 - 2022-03-10
21545,Low,2022-03-05,23,22:00-00:00,2022-03-10 - 2022-03-20
21546,Jam,2022-03-05,26,19:00-22:00,2022-03-10 - 2022-03-20
21548,Low,2022-03-05,23,22:00-00:00,2022-03-10 - 2022-03-20
21549,Low,2022-03-09,25,10:00-13:00,2022-03-10 - 2022-03-20
21551,Medium,2022-03-09,10,16:00-19:00,2022-03-10 - 2022-03-20
21552,Low,2022-03-11,17,07:00-10:00,2022-03-20 - 2022-03-31
21555,Jam,2022-03-27,19,19:00-22:00,2022-04-01 - 2022-04-10
21557,Low,2022-03-30,18,07:00-10:00,2022-04-01 - 2022-04-10
21559,Jam,2022-03-27,16,19:00-22:00,2022-04-01 - 2022-04-10
21561,Jam,2022-03-23,40,19:00-22:00,2022-04-01 - 2022-04-10
21562,Jam,2022-03-26,16,19:00-22:00,2022-04-01 - 2022-04-10
21563,Jam,2022-03-16,38,19:00-22:00,2022-03-20 - 2022-03-31
21564,Low,2022-03-09,17,00:00-04:00,2022-03-10 - 2022-03-20
21565,Jam,2022-03-29,42,19:00-22:00,2022-04-01 - 2022-04-10
21566,Low,2022-03-15,13,10:00-13:00,2022-03-20 - 2022-03-31
21568,Jam,2022-03-13,25,19:00-22:00,2022-03-20 - 2022-03-31
21569,Low,2022-03-06,23,22:00-00:00,2022-03-10 - 2022-03-20
21570,Medium,2022-03-01,18,16:00-19:00,2022-03-01 - 2022-03-10
21571,Medium,2022-03-19,23,16:00-19:00,2022-03-20 - 2022-03-31
21573,Low,2022-03-31,24,22:00-00:00,2022-04-01 - 2022-04-10
21574,Jam,2022-03-16,38,19:00-22:00,2022-03-20 - 2022-03-31
21575,Jam,2022-03-02,17,19:00-22:00,2022-03-10 - 2022-03-20
21576,High,2022-03-28,30,13:00-16:00,2022-04-01 - 2022-04-10
21581,High,2022-03-17,30,10:00-13:00,2022-03-20 - 2022-03-31
21583,Medium,2022-03-06,28,16:00-19:00,2022-03-10 - 2022-03-20
21584,Medium,2022-03-13,17,13:00-16:00,2022-03-20 - 2022-03-31
21585,Jam,2022-03-03,34,19:00-22:00,2022-03-10 - 2022-03-20
21587,Jam,2022-03-03,24,19:00-22:00,2022-03-10 - 2022-03-20
21588,Jam,2022-03-31,45,19:00-22:00,2022-04-01 - 2022-04-10
21589,Medium,2022-03-29,33,16:00-19:00,2022-04-01 - 2022-04-10
21592,Medium,2022-03-25,25,19:00-22:00,2022-04-01 - 2022-04-10
21593,Medium,2022-03-15,17,16:00-19:00,2022-03-20 - 2022-03-31
21594,Jam,2022-03-26,32,19:00-22:00,2022-04-01 - 2022-04-10
21595,Low,2022-03-07,17,10:00-13:00,2022-03-10 - 2022-03-20
21597,Medium,2022-03-23,24,16:00-19:00,2022-04-01 - 2022-04-10
21598,High,2022-03-24,29,10:00-13:00,2022-04-01 - 2022-04-10
21599,Jam,2022-03-13,24,19:00-22:00,2022-03-20 - 2022-03-31
21600,Medium,2022-03-27,37,16:00-19:00,2022-04-01 - 2022-04-10
21601,Jam,2022-03-25,43,19:00-22:00,2022-04-01 - 2022-04-10
21603,Low,2022-03-06,16,22:00-00:00,2022-03-10 - 2022-03-20
21604,Jam,2022-03-02,25,19:00-22:00,2022-03-10 - 2022-03-20
21605,Low,2022-03-29,34,22:00-00:00,2022-04-01 - 2022-04-10
21606,Jam,2022-03-07,33,19:00-22:00,2022-03-10 - 2022-03-20
21608,Medium,2022-03-28,26,13:00-16:00,2022-04-01 - 2022-04-10
21609,Low,2022-03-03,17,07:00-10:00,2022-03-10 - 2022-03-20
21611,Medium,2022-03-30,22,13:00-16:00,2022-04-01 - 2022-04-10
21613,Low,2022-03-04,40,22:00-00:00,2022-03-10 - 2022-03-20
21614,Jam,2022-03-11,29,19:00-22:00,2022-03-20 - 2022-03-31
21616,Low,2022-03-24,15,10:00-13:00,2022-04-01 - 2022-04-10
21618,Jam,2022-03-03,27,19:00-22:00,2022-03-10 - 2022-03-20
21619,Medium,2022-03-26,29,16:00-19:00,2022-04-01 - 2022-04-10
21620,Jam,2022-03-10,23,19:00-22:00,2022-03-10 - 2022-03-20
21621,Medium,2022-03-16,43,16:00-19:00,2022-03-20 - 2022-03-31
21622,Low,2022-03-16,16,22:00-00:00,2022-03-20 - 2022-03-31
21624,Medium,2022-03-29,20,16:00-19:00,2022-04-01 - 2022-04-10
21625,Jam,2022-03-06,48,22:00-00:00,2022-03-10 - 2022-03-20
21626,Jam,2022-03-23,33,22:00-00:00,2022-04-01 - 2022-04-10
21627,High,2022-03-28,20,10:00-13:00,2022-04-01 - 2022-04-10
21628,Jam,2022-03-10,19,19:00-22:00,2022-03-10 - 2022-03-20
21631,Low,2022-03-12,25,22:00-00:00,2022-03-20 - 2022-03-31
21632,Low,2022-03-17,12,22:00-00:00,2022-03-20 - 2022-03-31
21633,Medium,2022-03-09,26,13:00-16:00,2022-03-10 - 2022-03-20
21634,Low,2022-03-13,29,22:00-00:00,2022-03-20 - 2022-03-31
21635,Medium,2022-03-16,30,16:00-19:00,2022-03-20 - 2022-03-31
21636,Jam,2022-03-10,30,19:00-22:00,2022-03-10 - 2022-03-20
21637,Low,2022-03-23,14,22:00-00:00,2022-04-01 - 2022-04-10
21639,High,2022-03-26,28,13:00-16:00,2022-04-01 - 2022-04-10
21641,Jam,2022-03-02,16,19:00-22:00,2022-03-10 - 2022-03-20
21642,Jam,2022-03-06,42,19:00-22:00,2022-03-10 - 2022-03-20
21645,High,2022-03-05,12,10:00-13:00,2022-03-10 - 2022-03-20
21646,Jam,2022-03-29,39,19:00-22:00,2022-04-01 - 2022-04-10
21649,High,2022-03-19,18,10:00-13:00,2022-03-20 - 2022-03-31
21651,Low,2022-03-25,33,22:00-00:00,2022-04-01 - 2022-04-10
21654,Jam,2022-03-15,26,19:00-22:00,2022-03-20 - 2022-03-31
21655,Low,2022-03-01,31,07:00-10:00,2022-03-01 - 2022-03-10
21656,Low,2022-03-08,28,22:00-00:00,2022-03-10 - 2022-03-20
21657,Medium,2022-03-14,21,16:00-19:00,2022-03-20 - 2022-03-31
21660,Jam,2022-03-23,38,19:00-22:00,2022-04-01 - 2022-04-10
21661,Jam,2022-03-18,43,19:00-22:00,2022-03-20 - 2022-03-31
21663,Medium,2022-03-04,30,16:00-19:00,2022-03-10 - 2022-03-20
21664,Low,2022-03-04,23,22:00-00:00,2022-03-10 - 2022-03-20
21665,Low,2022-03-01,18,22:00-00:00,2022-03-01 - 2022-03-10
21666,Low,2022-03-13,13,07:00-10:00,2022-03-20 - 2022-03-31
21667,Low,2022-03-23,15,22:00-00:00,2022-04-01 - 2022-04-10
21668,High,2022-03-11,22,10:00-13:00,2022-03-20 - 2022-03-31
21669,Jam,2022-03-26,32,19:00-22:00,2022-04-01 - 2022-04-10
21670,Medium,2022-03-04,26,16:00-19:00,2022-03-10 - 2022-03-20
21671,Low,2022-03-24,25,07:00-10:00,2022-04-01 - 2022-04-10
21672,Medium,2022-03-30,15,16:00-19:00,2022-04-01 - 2022-04-10
21673,Low,2022-03-05,31,07:00-10:00,2022-03-10 - 2022-03-20
21675,Low,2022-03-05,18,07:00-10:00,2022-03-10 - 2022-03-20
21677,High,2022-03-26,32,13:00-16:00,2022-04-01 - 2022-04-10
21678,Medium,2022-03-16,18,16:00-19:00,2022-03-20 - 2022-03-31
21679,Jam,2022-03-07,36,19:00-22:00,2022-03-10 - 2022-03-20
21680,Jam,2022-03-29,29,19:00-22:00,2022-04-01 - 2022-04-10
21683,Medium,2022-03-07,28,16:00-19:00,2022-03-10 - 2022-03-20
21684,Medium,2022-03-04,42,16:00-19:00,2022-03-10 - 2022-03-20
21685,High,2022-03-13,29,10:00-13:00,2022-03-20 - 2022-03-31
21687,Jam,2022-03-08,30,19:00-22:00,2022-03-10 - 2022-03-20
21688,Medium,2022-03-26,28,16:00-19:00,2022-04-01 - 2022-04-10
21689,High,2022-03-28,16,10:00-13:00,2022-04-01 - 2022-04-10
21690,High,2022-03-07,22,13:00-16:00,2022-03-10 - 2022-03-20
21692,Medium,2022-03-03,15,16:00-19:00,2022-03-10 - 2022-03-20
21695,Jam,2022-03-20,37,19:00-22:00,2022-03-20 - 2022-03-31
21696,Jam,2022-03-07,25,19:00-22:00,2022-03-10 - 2022-03-20
21697,Medium,2022-03-31,19,16:00-19:00,2022-04-01 - 2022-04-10
21698,Jam,2022-03-21,15,19:00-22:00,2022-04-01 - 2022-04-10
21701,Medium,2022-03-05,19,16:00-19:00,2022-03-10 - 2022-03-20
21702,Jam,2022-03-14,29,19:00-22:00,2022-03-20 - 2022-03-31
21704,Low,2022-03-30,16,22:00-00:00,2022-04-01 - 2022-04-10
21706,Jam,2022-03-01,31,19:00-22:00,2022-03-01 - 2022-03-10
21707,Low,2022-03-07,15,10:00-13:00,2022-03-10 - 2022-03-20
21708,Jam,2022-03-29,25,19:00-22:00,2022-04-01 - 2022-04-10
21710,Jam,2022-03-21,16,19:00-22:00,2022-04-01 - 2022-04-10
21712,Jam,2022-03-01,38,19:00-22:00,2022-03-01 - 2022-03-10
21713,Medium,2022-03-29,13,16:00-19:00,2022-04-01 - 2022-04-10
21714,Low,2022-03-28,29,22:00-00:00,2022-04-01 - 2022-04-10
21715,Jam,2022-03-06,37,19:00-22:00,2022-03-10 - 2022-03-20
21716,Jam,2022-03-30,28,19:00-22:00,2022-04-01 - 2022-04-10
21719,Low,2022-03-13,25,22:00-00:00,2022-03-20 - 2022-03-31
21720,Low,2022-03-29,15,22:00-00:00,2022-04-01 - 2022-04-10
21721,Low,2022-03-29,24,22:00-00:00,2022-04-01 - 2022-04-10
21724,Jam,2022-03-31,35,19:00-22:00,2022-04-01 - 2022-04-10
21728,Medium,2022-03-27,29,16:00-19:00,2022-04-01 - 2022-04-10
21730,Medium,2022-03-09,21,16:00-19:00,2022-03-10 - 2022-03-20
21733,Jam,2022-03-26,25,19:00-22:00,2022-04-01 - 2022-04-10
21734,Low,2022-03-26,20,22:00-00:00,2022-04-01 - 2022-04-10
21736,Jam,2022-03-31,25,19:00-22:00,2022-04-01 - 2022-04-10
21739,Jam,2022-03-05,28,19:00-22:00,2022-03-10 - 2022-03-20
21740,Low,2022-03-23,22,22:00-00:00,2022-04-01 - 2022-04-10
21741,Jam,2022-03-24,10,19:00-22:00,2022-04-01 - 2022-04-10
21743,Medium,2022-03-30,16,16:00-19:00,2022-04-01 - 2022-04-10
21745,Medium,2022-03-09,28,13:00-16:00,2022-03-10 - 2022-03-20
21746,Jam,2022-03-20,19,19:00-22:00,2022-03-20 - 2022-03-31
21747,Low,2022-03-21,23,22:00-00:00,2022-04-01 - 2022-04-10
21749,Low,2022-03-27,39,22:00-00:00,2022-04-01 - 2022-04-10
21753,Low,2022-03-14,22,22:00-00:00,2022-03-20 - 2022-03-31
21754,Medium,2022-03-21,27,19:00-22:00,2022-04-01 - 2022-04-10
21755,Medium,2022-03-23,35,16:00-19:00,2022-04-01 - 2022-04-10
21756,Jam,2022-03-21,26,19:00-22:00,2022-04-01 - 2022-04-10
21757,Low,2022-03-12,21,22:00-00:00,2022-03-20 - 2022-03-31
21758,Low,2022-03-27,21,22:00-00:00,2022-04-01 - 2022-04-10
21760,Medium,2022-03-12,37,16:00-19:00,2022-03-20 - 2022-03-31
21762,Low,2022-03-07,28,22:00-00:00,2022-03-10 - 2022-03-20
21765,Low,2022-03-18,27,22:00-00:00,2022-03-20 - 2022-03-31
21766,Medium,2022-03-19,26,16:00-19:00,2022-03-20 - 2022-03-31
21768,Jam,2022-03-14,35,19:00-22:00,2022-03-20 - 2022-03-31
21769,High,2022-03-21,16,10:00-13:00,2022-04-01 - 2022-04-10
21770,Low,2022-03-12,24,22:00-00:00,2022-03-20 - 2022-03-31
21771,Low,2022-03-20,23,22:00-00:00,2022-03-20 - 2022-03-31
21772,Low,2022-03-02,39,22:00-00:00,2022-03-10 - 2022-03-20
21773,Low,2022-03-09,17,07:00-10:00,2022-03-10 - 2022-03-20
21774,Jam,2022-03-23,49,19:00-22:00,2022-04-01 - 2022-04-10
21775,Medium,2022-03-18,34,16:00-19:00,2022-03-20 - 2022-03-31
21776,Low,2022-03-14,27,22:00-00:00,2022-03-20 - 2022-03-31
21777,Low,2022-03-13,14,10:00-13:00,2022-03-20 - 2022-03-31
21779,Medium,2022-03-25,15,16:00-19:00,2022-04-01 - 2022-04-10
21783,Low,2022-03-28,21,00:00-04:00,2022-04-01 - 2022-04-10
21784,High,2022-03-17,32,10:00-13:00,2022-03-20 - 2022-03-31
21785,Medium,2022-03-31,30,16:00-19:00,2022-04-01 - 2022-04-10
21786,Medium,2022-03-09,17,19:00-22:00,2022-03-10 - 2022-03-20
21787,Low,2022-03-17,20,07:00-10:00,2022-03-20 - 2022-03-31
21788,Low,2022-03-05,24,07:00-10:00,2022-03-10 - 2022-03-20
21789,Low,2022-03-20,36,22:00-00:00,2022-03-20 - 2022-03-31
21792,Jam,2022-03-11,30,19:00-22:00,2022-03-20 - 2022-03-31
21793,High,2022-03-13,31,10:00-13:00,2022-03-20 - 2022-03-31
21794,High,2022-03-07,21,10:00-13:00,2022-03-10 - 2022-03-20
21795,Jam,2022-03-18,44,19:00-22:00,2022-03-20 - 2022-03-31
21796,Low,2022-03-11,26,07:00-10:00,2022-03-20 - 2022-03-31
21797,Low,2022-03-24,12,22:00-00:00,2022-04-01 - 2022-04-10
21798,Low,2022-03-25,29,22:00-00:00,2022-04-01 - 2022-04-10
21800,Jam,2022-03-29,30,19:00-22:00,2022-04-01 - 2022-04-10
21801,Jam,2022-03-20,36,19:00-22:00,2022-03-20 - 2022-03-31
21802,Jam,2022-03-27,29,19:00-22:00,2022-04-01 - 2022-04-10
21803,Low,2022-03-12,44,22:00-00:00,2022-03-20 - 2022-03-31
21804,High,2022-03-28,31,10:00-13:00,2022-04-01 - 2022-04-10
21806,Medium,2022-03-28,31,16:00-19:00,2022-04-01 - 2022-04-10
21809,Medium,2022-03-19,21,16:00-19:00,2022-03-20 - 2022-03-31
21812,Jam,2022-03-29,42,19:00-22:00,2022-04-01 - 2022-04-10
21813,Medium,2022-03-11,25,13:00-16:00,2022-03-20 - 2022-03-31
21814,Low,2022-03-23,13,22:00-00:00,2022-04-01 - 2022-04-10
21818,Jam,2022-03-27,34,19:00-22:00,2022-04-01 - 2022-04-10
21819,Low,2022-03-16,21,22:00-00:00,2022-03-20 - 2022-03-31
21823,Medium,2022-03-14,34,16:00-19:00,2022-03-20 - 2022-03-31
21824,Medium,2022-03-30,25,16:00-19:00,2022-04-01 - 2022-04-10
21826,Low,2022-03-15,17,22:00-00:00,2022-03-20 - 2022-03-31
21827,Jam,2022-03-23,17,19:00-22:00,2022-04-01 - 2022-04-10
21829,Low,2022-03-30,23,07:00-10:00,2022-04-01 - 2022-04-10
21830,Medium,2022-03-01,28,16:00-19:00,2022-03-01 - 2022-03-10
21831,Jam,2022-03-07,33,19:00-22:00,2022-03-10 - 2022-03-20
21832,Jam,2022-03-24,31,19:00-22:00,2022-04-01 - 2022-04-10
21835,Jam,2022-03-11,17,19:00-22:00,2022-03-20 - 2022-03-31
21836,Low,2022-03-19,16,22:00-00:00,2022-03-20 - 2022-03-31
21838,Jam,2022-03-10,42,19:00-22:00,2022-03-10 - 2022-03-20
21839,Medium,2022-03-01,33,16:00-19:00,2022-03-01 - 2022-03-10
21840,Medium,2022-03-19,19,16:00-19:00,2022-03-20 - 2022-03-31
21842,Jam,2022-03-23,36,19:00-22:00,2022-04-01 - 2022-04-10
21843,Low,2022-03-01,22,07:00-10:00,2022-03-01 - 2022-03-10
21844,Jam,2022-03-29,54,19:00-22:00,2022-04-01 - 2022-04-10
21846,Low,2022-03-07,19,07:00-10:00,2022-03-10 - 2022-03-20
21849,Low,2022-03-06,31,22:00-00:00,2022-03-10 - 2022-03-20
21851,Low,2022-03-17,23,07:00-10:00,2022-03-20 - 2022-03-31
21854,Low,2022-03-09,25,00:00-04:00,2022-03-10 - 2022-03-20
21856,Low,2022-03-06,27,22:00-00:00,2022-03-10 - 2022-03-20
21859,Low,2022-03-13,13,07:00-10:00,2022-03-20 - 2022-03-31
21861,Low,2022-03-10,44,22:00-00:00,2022-03-10 - 2022-03-20
21863,Low,2022-03-05,17,07:00-10:00,2022-03-10 - 2022-03-20
21866,Low,2022-03-21,14,22:00-00:00,2022-04-01 - 2022-04-10
21867,Low,2022-03-17,17,10:00-13:00,2022-03-20 - 2022-03-31
21868,Jam,2022-03-07,16,19:00-22:00,2022-03-10 - 2022-03-20
21869,Medium,2022-03-19,34,16:00-19:00,2022-03-20 - 2022-03-31
21870,Low,2022-03-07,19,10:00-13:00,2022-03-10 - 2022-03-20
21871,Jam,2022-03-20,35,19:00-22:00,2022-03-20 - 2022-03-31
21872,Low,2022-03-11,15,10:00-13:00,2022-03-20 - 2022-03-31
21874,Jam,2022-03-15,19,19:00-22:00,2022-03-20 - 2022-03-31
21876,Low,2022-03-17,29,10:00-13:00,2022-03-20 - 2022-03-31
21877,Medium,2022-03-21,23,16:00-19:00,2022-04-01 - 2022-04-10
21879,High,2022-03-28,11,13:00-16:00,2022-04-01 - 2022-04-10
21880,Jam,2022-03-10,20,19:00-22:00,2022-03-10 - 2022-03-20
21881,Medium,2022-03-30,23,13:00-16:00,2022-04-01 - 2022-04-10
21882,Jam,2022-03-04,54,19:00-22:00,2022-03-10 - 2022-03-20
21884,Low,2022-03-31,24,22:00-00:00,2022-04-01 - 2022-04-10
21885,Jam,2022-03-05,13,19:00-22:00,2022-03-10 - 2022-03-20
21886,Medium,2022-03-21,26,16:00-19:00,2022-04-01 - 2022-04-10
21887,Jam,2022-03-10,41,19:00-22:00,2022-03-10 - 2022-03-20
21888,Medium,2022-03-07,17,16:00-19:00,2022-03-10 - 2022-03-20
21889,Medium,2022-03-26,27,16:00-19:00,2022-04-01 - 2022-04-10
21890,Medium,2022-03-13,25,16:00-19:00,2022-03-20 - 2022-03-31
21895,High,2022-03-05,32,10:00-13:00,2022-03-10 - 2022-03-20
21896,Jam,2022-03-08,41,19:00-22:00,2022-03-10 - 2022-03-20
21897,High,2022-03-26,19,10:00-13:00,2022-04-01 - 2022-04-10
21898,Medium,2022-03-28,13,13:00-16:00,2022-04-01 - 2022-04-10
21900,High,2022-03-13,23,13:00-16:00,2022-03-20 - 2022-03-31
21901,Low,2022-03-27,21,22:00-00:00,2022-04-01 - 2022-04-10
21902,Medium,2022-03-12,33,16:00-19:00,2022-03-20 - 2022-03-31
21903,Jam,2022-03-12,52,19:00-22:00,2022-03-20 - 2022-03-31
21904,Jam,2022-03-23,24,19:00-22:00,2022-04-01 - 2022-04-10
21907,Low,2022-03-05,20,07:00-10:00,2022-03-10 - 2022-03-20
21910,Low,2022-03-01,17,07:00-10:00,2022-03-01 - 2022-03-10
21911,Jam,2022-03-20,43,19:00-22:00,2022-03-20 - 2022-03-31
21912,Medium,2022-03-19,24,16:00-19:00,2022-03-20 - 2022-03-31
21913,Jam,2022-03-20,27,19:00-22:00,2022-03-20 - 2022-03-31
21914,High,2022-03-24,20,10:00-13:00,2022-04-01 - 2022-04-10
21915,Jam,2022-03-09,28,19:00-22:00,2022-03-10 - 2022-03-20
21920,Jam,2022-03-23,42,19:00-22:00,2022-04-01 - 2022-04-10
21921,Jam,2022-03-16,36,19:00-22:00,2022-03-20 - 2022-03-31
21922,Jam,2022-03-10,44,19:00-22:00,2022-03-10 - 2022-03-20
21923,Medium,2022-03-03,23,16:00-19:00,2022-03-10 - 2022-03-20
21924,Low,2022-03-28,17,10:00-13:00,2022-04-01 - 2022-04-10
21926,Jam,2022-03-09,30,19:00-22:00,2022-03-10 - 2022-03-20
21927,Jam,2022-03-29,49,19:00-22:00,2022-04-01 - 2022-04-10
21929,Medium,2022-03-11,28,16:00-19:00,2022-03-20 - 2022-03-31
21930,Jam,2022-03-01,30,19:00-22:00,2022-03-01 - 2022-03-10
21932,Jam,2022-03-14,39,19:00-22:00,2022-03-20 - 2022-03-31
21936,Jam,2022-03-01,29,19:00-22:00,2022-03-01 - 2022-03-10
21938,Low,2022-03-28,31,22:00-00:00,2022-04-01 - 2022-04-10
21939,Medium,2022-03-09,25,16:00-19:00,2022-03-10 - 2022-03-20
21941,Jam,2022-03-12,38,19:00-22:00,2022-03-20 - 2022-03-31
21943,Medium,2022-03-27,22,16:00-19:00,2022-04-01 - 2022-04-10
21944,Low,2022-03-30,17,00:00-04:00,2022-04-01 - 2022-04-10
21945,Medium,2022-03-27,18,16:00-19:00,2022-04-01 - 2022-04-10
21947,Low,2022-03-28,15,22:00-00:00,2022-04-01 - 2022-04-10
21948,Medium,2022-03-27,41,16:00-19:00,2022-04-01 - 2022-04-10
21949,High,2022-03-07,29,10:00-13:00,2022-03-10 - 2022-03-20
21950,Low,2022-03-11,15,22:00-00:00,2022-03-20 - 2022-03-31
21951,Low,2022-03-29,27,22:00-00:00,2022-04-01 - 2022-04-10
21953,Jam,2022-03-04,40,19:00-22:00,2022-03-10 - 2022-03-20
21954,Low,2022-03-16,32,00:00-04:00,2022-03-20 - 2022-03-31
21955,Jam,2022-03-07,23,19:00-22:00,2022-03-10 - 2022-03-20
21957,Medium,2022-03-23,38,16:00-19:00,2022-04-01 - 2022-04-10
