Festival,Order_Date,Time_taken(min),time_periods,Road_traffic_density,Order_Date_period
No ,2022-03-19,27,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-24,15,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-30,23,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-20,27,00:00-04:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-14,38,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-17,18,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-04-05,32,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-13,28,13:00-16:00,High,2022-03-10 - 2022-03-20
No ,2022-03-09,22,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-29,47,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-15,22,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-19,27,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-02-11,29,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-03-27,19,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-29,27,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-13,26,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-30,21,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-18,18,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-15,33,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-10,38,22:00-23:59,Jam,2022-03-01 - 2022-03-10
No ,2022-02-12,24,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-24,28,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-07,26,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-05,15,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-14,23,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-12,25,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-02,13,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-28,36,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-21,22,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-04,27,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-21,31,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-04-06,35,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-27,18,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-29,17,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-20,38,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-16,45,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-02,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-03,15,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-03,17,00:00-04:00,Low,2022-03-01 - 2022-03-10
No ,2022-04-03,15,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-03-15,17,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-04-01,16,10:00-13:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-16,29,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-17,21,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-04-06,22,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-02-17,10,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-15,18,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-05,20,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-12,17,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-11,28,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-05,28,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-04,35,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-02,39,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-05,28,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-27,34,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-13,21,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-08,40,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-19,30,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-04,27,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-07,28,22:00-23:59,Jam,2022-03-01 - 2022-03-10
No ,2022-03-17,19,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-14,37,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-02,44,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-15,23,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-04-02,29,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-02-13,18,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-10,25,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-15,26,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-13,25,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-01,31,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-24,26,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-21,37,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-03-01,12,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-09,32,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-23,27,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-16,31,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-28,20,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-06,16,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-15,16,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-02-13,27,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-02-17,31,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-12,20,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-12,13,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-10,35,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-16,39,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-14,41,22:00-23:59,Jam,2022-03-10 - 2022-03-20
No ,2022-03-01,49,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-02-16,11,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-18,22,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-27,37,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-24,17,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-16,32,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-04,27,22:00-23:59,Jam,2022-03-01 - 2022-03-10
No ,2022-04-02,39,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-04,21,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-04-04,37,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-25,36,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-31,26,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-12,17,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-17,26,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-30,25,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-02-14,43,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-21,21,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-18,16,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-29,15,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-02,33,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-26,24,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-30,28,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-05,29,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-30,15,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-04,42,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-29,13,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-03,17,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-02-11,31,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-19,29,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-17,16,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-03,14,07:00-10:00,Low,2022-03-01 - 2022-03-10
Yes ,2022-03-18,42,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-05,20,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-23,24,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-16,19,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-16,30,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-11,10,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-06,21,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-17,30,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-01,26,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-26,32,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-02-11,26,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-12,16,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-21,31,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-26,24,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-05,18,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-12,23,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-17,28,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-05,16,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-30,28,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-16,29,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-12,27,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-01,30,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-13,11,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-18,23,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-21,28,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-04-03,29,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-03-02,38,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-16,10,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-14,19,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-02-15,21,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-11,18,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-06,28,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-01,34,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-02-15,41,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-17,37,19:00-22:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-09,28,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-09,11,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-04-03,31,13:00-16:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-21,15,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-02-14,36,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-06,30,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-15,30,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-28,33,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-18,37,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-13,27,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-31,31,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-05,27,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-17,16,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-04,15,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-13,29,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-20,27,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-31,51,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-27,39,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-16,34,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-28,31,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-28,21,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-04-03,23,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-21,19,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-02-15,17,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-09,16,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-27,44,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-15,24,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-04-06,31,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-12,17,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-18,26,22:00-23:59,Low,2022-02-10 - 2022-02-20
Yes ,2022-03-04,40,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-09,25,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-11,36,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-27,21,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-14,37,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-17,31,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-15,11,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-14,40,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-14,19,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-13,18,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-28,34,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-03-27,31,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-01,29,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-11,31,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-01,21,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-03-26,32,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-02,30,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-06,36,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-07,22,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-24,14,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-14,19,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-06,22,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-28,15,13:00-16:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-07,23,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-19,26,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-29,20,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-28,26,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-03,18,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-03,12,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-16,41,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-06,35,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-05,10,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-10,33,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-11,23,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-12,34,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-11,23,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-04,37,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-04,42,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-01,20,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-11,16,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-23,23,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-13,15,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-01,25,22:00-23:59,Low,2022-03-01 - 2022-03-10
Yes ,2022-04-03,49,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-04-05,10,10:00-13:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-26,28,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-02-17,23,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-11,33,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-26,26,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-06,30,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-06,28,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-20,22,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-29,16,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-15,24,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-02-17,22,16:00-19:00,Medium,2022-02-10 - 2022-02-20
Yes ,2022-02-14,43,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-16,38,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-09,15,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-26,19,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-02-17,25,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-17,17,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-07,22,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-27,39,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-01,19,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-04,32,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-17,14,13:00-16:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-17,27,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-18,25,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-18,40,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-20,18,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-09,17,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-01,10,10:00-13:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-29,42,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-23,18,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-26,21,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-14,27,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-12,48,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-18,39,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-15,28,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-18,36,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-05,14,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-09,15,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-02,26,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-01,20,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-09,34,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-26,27,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-31,28,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-20,25,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-23,29,19:00-22:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-18,20,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-07,54,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-13,23,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-01,38,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-02,26,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-01,23,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-13,25,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-03,22,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-11,26,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-02-17,22,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-23,37,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-12,37,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-03,29,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-29,12,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-26,32,13:00-16:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-15,23,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-30,11,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-02-14,39,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-15,25,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-15,24,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-02-17,11,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-14,26,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-29,39,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-15,12,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-15,16,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-31,30,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-12,20,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-04,34,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-02,28,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-16,20,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-13,26,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-02-12,23,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-04,25,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-04-03,34,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-02-11,18,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-24,16,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-04-01,23,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-31,50,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-13,17,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-19,25,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-06,35,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-07,34,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-13,32,13:00-16:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-20,19,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-23,20,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-12,39,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-03,34,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-20,14,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-01,27,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-03,29,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-28,27,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-05,16,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-24,15,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-29,28,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-09,14,13:00-16:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-16,29,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-07,16,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-11,28,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-19,29,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-25,38,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-04,26,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-06,19,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-16,27,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-05,26,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-08,38,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-10,28,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-21,16,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-04-04,20,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-25,43,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-05,27,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-17,26,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-09,22,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-18,37,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-11,30,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-02-17,34,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-24,32,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-13,26,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-04,26,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-04-06,25,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-07,28,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-06,21,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-27,18,22:00-23:59,Low,2022-03-20 - 2022-03-31
