,Road_traffic_density,Order_Date,Time_taken(min),time_periods,Order_Date_period
22296,Low,2022-04-03,29,10:00-13:00,2022-04-20 - 2022-04-30
22299,Medium,2022-04-03,19,16:00-19:00,2022-04-20 - 2022-04-30
22311,Medium,2022-04-06,15,16:00-19:00,2022-04-20 - 2022-04-30
22313,Medium,2022-04-04,32,16:00-19:00,2022-04-20 - 2022-04-30
22314,Jam,2022-04-03,21,19:00-22:00,2022-04-20 - 2022-04-30
22315,Jam,2022-04-02,29,19:00-22:00,2022-04-20 - 2022-04-30
22337,Low,2022-04-01,15,07:00-10:00,2022-04-10 - 2022-04-20
22344,Jam,2022-04-04,50,19:00-22:00,2022-04-20 - 2022-04-30
22353,Jam,2022-04-01,29,19:00-22:00,2022-04-10 - 2022-04-20
22356,Low,2022-04-05,18,07:00-10:00,2022-04-20 - 2022-04-30
22358,Medium,2022-04-05,25,16:00-19:00,2022-04-20 - 2022-04-30
22359,Medium,2022-04-03,25,16:00-19:00,2022-04-20 - 2022-04-30
22362,Low,2022-04-03,14,00:00-04:00,2022-04-20 - 2022-04-30
22363,Medium,2022-04-03,32,16:00-19:00,2022-04-20 - 2022-04-30
22370,Jam,2022-04-05,15,19:00-22:00,2022-04-20 - 2022-04-30
22372,Low,2022-04-01,25,07:00-10:00,2022-04-10 - 2022-04-20
22381,Low,2022-04-06,31,22:00-00:00,2022-04-20 - 2022-04-30
22389,Jam,2022-04-04,19,19:00-22:00,2022-04-20 - 2022-04-30
22391,Low,2022-04-02,21,22:00-00:00,2022-04-20 - 2022-04-30
22399,Medium,2022-04-06,25,16:00-19:00,2022-04-20 - 2022-04-30
22404,Jam,2022-04-06,42,19:00-22:00,2022-04-20 - 2022-04-30
22413,Jam,2022-04-02,41,19:00-22:00,2022-04-20 - 2022-04-30
22421,Jam,2022-04-04,40,19:00-22:00,2022-04-20 - 2022-04-30
22424,Low,2022-04-04,35,22:00-00:00,2022-04-20 - 2022-04-30
22426,High,2022-04-05,19,13:00-16:00,2022-04-20 - 2022-04-30
22427,Medium,2022-04-02,25,16:00-19:00,2022-04-20 - 2022-04-30
22428,Jam,2022-04-01,29,19:00-22:00,2022-04-10 - 2022-04-20
22432,Medium,2022-04-06,24,16:00-19:00,2022-04-20 - 2022-04-30
22436,Jam,2022-04-01,28,19:00-22:00,2022-04-10 - 2022-04-20
22437,Jam,2022-04-02,38,19:00-22:00,2022-04-20 - 2022-04-30
22438,Medium,2022-04-02,33,16:00-19:00,2022-04-20 - 2022-04-30
22461,Medium,2022-04-03,29,16:00-19:00,2022-04-20 - 2022-04-30
22472,Medium,2022-04-01,19,16:00-19:00,2022-04-10 - 2022-04-20
22475,Jam,2022-04-04,36,19:00-22:00,2022-04-20 - 2022-04-30
22483,High,2022-04-05,26,10:00-13:00,2022-04-20 - 2022-04-30
22490,Jam,2022-04-05,30,19:00-22:00,2022-04-20 - 2022-04-30
22491,Low,2022-04-04,22,22:00-00:00,2022-04-20 - 2022-04-30
22533,Low,2022-04-04,10,22:00-00:00,2022-04-20 - 2022-04-30
22540,Medium,2022-04-03,33,16:00-19:00,2022-04-20 - 2022-04-30
22543,Jam,2022-04-05,32,22:00-00:00,2022-04-20 - 2022-04-30
22546,Medium,2022-04-06,29,16:00-19:00,2022-04-20 - 2022-04-30
22558,Jam,2022-04-01,31,19:00-22:00,2022-04-10 - 2022-04-20
22561,Low,2022-04-03,21,07:00-10:00,2022-04-20 - 2022-04-30
22579,Medium,2022-04-04,37,19:00-22:00,2022-04-20 - 2022-04-30
22588,Jam,2022-04-06,47,19:00-22:00,2022-04-20 - 2022-04-30
22596,Low,2022-04-04,22,22:00-00:00,2022-04-20 - 2022-04-30
22597,Jam,2022-04-02,36,19:00-22:00,2022-04-20 - 2022-04-30
22634,Low,2022-04-02,16,22:00-00:00,2022-04-20 - 2022-04-30
22639,Low,2022-04-03,29,07:00-10:00,2022-04-20 - 2022-04-30
22648,Medium,2022-04-03,21,13:00-16:00,2022-04-20 - 2022-04-30
22657,Medium,2022-04-06,27,16:00-19:00,2022-04-20 - 2022-04-30
22675,Jam,2022-04-03,15,19:00-22:00,2022-04-20 - 2022-04-30
22680,Low,2022-04-01,27,10:00-13:00,2022-04-10 - 2022-04-20
22685,High,2022-04-05,31,13:00-16:00,2022-04-20 - 2022-04-30
22693,Jam,2022-04-06,30,19:00-22:00,2022-04-20 - 2022-04-30
22717,Low,2022-04-06,20,00:00-04:00,2022-04-20 - 2022-04-30
22718,Medium,2022-04-06,43,16:00-19:00,2022-04-20 - 2022-04-30
22719,Medium,2022-04-06,38,16:00-19:00,2022-04-20 - 2022-04-30
22720,Jam,2022-04-02,36,19:00-22:00,2022-04-20 - 2022-04-30
22730,High,2022-04-03,32,10:00-13:00,2022-04-20 - 2022-04-30
22733,Low,2022-04-04,26,22:00-00:00,2022-04-20 - 2022-04-30
22744,Low,2022-04-03,12,10:00-13:00,2022-04-20 - 2022-04-30
22750,High,2022-04-05,28,10:00-13:00,2022-04-20 - 2022-04-30
22757,Low,2022-04-03,24,22:00-00:00,2022-04-20 - 2022-04-30
22773,Low,2022-04-06,20,22:00-00:00,2022-04-20 - 2022-04-30
22774,Low,2022-04-06,44,22:00-00:00,2022-04-20 - 2022-04-30
22775,Low,2022-04-02,15,22:00-00:00,2022-04-20 - 2022-04-30
22777,Low,2022-04-03,14,10:00-13:00,2022-04-20 - 2022-04-30
22779,Jam,2022-04-06,32,22:00-00:00,2022-04-20 - 2022-04-30
22780,Medium,2022-04-02,15,16:00-19:00,2022-04-20 - 2022-04-30
22788,Low,2022-04-05,12,07:00-10:00,2022-04-20 - 2022-04-30
22792,Jam,2022-04-04,29,19:00-22:00,2022-04-20 - 2022-04-30
22806,Low,2022-04-06,18,22:00-00:00,2022-04-20 - 2022-04-30
22809,Low,2022-04-03,16,07:00-10:00,2022-04-20 - 2022-04-30
22814,Jam,2022-04-03,14,19:00-22:00,2022-04-20 - 2022-04-30
22821,Medium,2022-04-02,30,16:00-19:00,2022-04-20 - 2022-04-30
22844,Medium,2022-04-02,39,16:00-19:00,2022-04-20 - 2022-04-30
22849,Jam,2022-04-01,25,19:00-22:00,2022-04-10 - 2022-04-20
22858,Jam,2022-04-05,34,19:00-22:00,2022-04-20 - 2022-04-30
22868,Medium,2022-04-04,26,16:00-19:00,2022-04-20 - 2022-04-30
22886,Low,2022-04-04,24,22:00-00:00,2022-04-20 - 2022-04-30
22889,Medium,2022-04-04,33,16:00-19:00,2022-04-20 - 2022-04-30
22894,Low,2022-04-04,14,22:00-00:00,2022-04-20 - 2022-04-30
22911,Medium,2022-04-06,15,16:00-19:00,2022-04-20 - 2022-04-30
22920,Jam,2022-04-04,18,19:00-22:00,2022-04-20 - 2022-04-30
22938,Jam,2022-04-03,16,19:00-22:00,2022-04-20 - 2022-04-30
22941,Low,2022-04-06,15,22:00-00:00,2022-04-20 - 2022-04-30
22946,Jam,2022-04-04,42,19:00-22:00,2022-04-20 - 2022-04-30
22948,Jam,2022-04-02,49,19:00-22:00,2022-04-20 - 2022-04-30
22949,Medium,2022-04-02,25,16:00-19:00,2022-04-20 - 2022-04-30
22962,Medium,2022-04-02,20,16:00-19:00,2022-04-20 - 2022-04-30
22963,Low,2022-04-01,24,22:00-00:00,2022-04-10 - 2022-04-20
22965,Medium,2022-04-06,28,16:00-19:00,2022-04-20 - 2022-04-30
22977,Low,2022-04-01,23,10:00-13:00,2022-04-10 - 2022-04-20
22981,Low,2022-04-03,12,07:00-10:00,2022-04-20 - 2022-04-30
23007,Jam,2022-04-01,31,19:00-22:00,2022-04-10 - 2022-04-20
23011,Low,2022-04-01,17,22:00-00:00,2022-04-10 - 2022-04-20
23026,Low,2022-04-04,24,22:00-00:00,2022-04-20 - 2022-04-30
23036,Low,2022-04-05,11,10:00-13:00,2022-04-20 - 2022-04-30
23040,Jam,2022-04-04,39,19:00-22:00,2022-04-20 - 2022-04-30
23043,Jam,2022-04-06,20,19:00-22:00,2022-04-20 - 2022-04-30
23054,Jam,2022-04-04,36,19:00-22:00,2022-04-20 - 2022-04-30
23056,High,2022-04-05,42,10:00-13:00,2022-04-20 - 2022-04-30
23070,Jam,2022-04-02,26,19:00-22:00,2022-04-20 - 2022-04-30
23076,Jam,2022-04-02,25,19:00-22:00,2022-04-20 - 2022-04-30
23081,Jam,2022-04-04,30,19:00-22:00,2022-04-20 - 2022-04-30
23102,Medium,2022-04-05,17,16:00-19:00,2022-04-20 - 2022-04-30
23109,Low,2022-04-02,20,22:00-00:00,2022-04-20 - 2022-04-30
23110,Jam,2022-04-01,22,19:00-22:00,2022-04-10 - 2022-04-20
23118,Medium,2022-04-04,23,16:00-19:00,2022-04-20 - 2022-04-30
23125,Medium,2022-04-03,15,19:00-22:00,2022-04-20 - 2022-04-30
23145,Medium,2022-04-03,18,16:00-19:00,2022-04-20 - 2022-04-30
23147,Low,2022-04-03,10,22:00-00:00,2022-04-20 - 2022-04-30
23174,Low,2022-04-05,26,22:00-00:00,2022-04-20 - 2022-04-30
23192,Medium,2022-04-06,22,16:00-19:00,2022-04-20 - 2022-04-30
23195,Jam,2022-04-02,39,19:00-22:00,2022-04-20 - 2022-04-30
23198,Jam,2022-04-06,24,19:00-22:00,2022-04-20 - 2022-04-30
23209,Low,2022-04-01,10,07:00-10:00,2022-04-10 - 2022-04-20
23212,Jam,2022-04-05,32,22:00-00:00,2022-04-20 - 2022-04-30
23228,Medium,2022-04-06,35,16:00-19:00,2022-04-20 - 2022-04-30
23241,Low,2022-04-03,15,22:00-00:00,2022-04-20 - 2022-04-30
23244,Medium,2022-04-02,24,16:00-19:00,2022-04-20 - 2022-04-30
23248,Medium,2022-04-05,25,13:00-16:00,2022-04-20 - 2022-04-30
23260,Medium,2022-04-02,17,16:00-19:00,2022-04-20 - 2022-04-30
23262,Low,2022-04-06,27,22:00-00:00,2022-04-20 - 2022-04-30
23271,Jam,2022-04-04,25,19:00-22:00,2022-04-20 - 2022-04-30
23296,Low,2022-04-03,15,22:00-00:00,2022-04-20 - 2022-04-30
23299,Low,2022-04-04,20,22:00-00:00,2022-04-20 - 2022-04-30
23314,Medium,2022-04-01,29,16:00-19:00,2022-04-10 - 2022-04-20
23319,Medium,2022-04-05,21,19:00-22:00,2022-04-20 - 2022-04-30
23322,Medium,2022-04-02,29,16:00-19:00,2022-04-20 - 2022-04-30
23333,Low,2022-04-03,19,07:00-10:00,2022-04-20 - 2022-04-30
23336,Jam,2022-04-05,35,19:00-22:00,2022-04-20 - 2022-04-30
23362,Jam,2022-04-01,25,19:00-22:00,2022-04-10 - 2022-04-20
23368,Jam,2022-04-02,44,19:00-22:00,2022-04-20 - 2022-04-30
23379,Medium,2022-04-02,27,16:00-19:00,2022-04-20 - 2022-04-30
23386,High,2022-04-03,23,10:00-13:00,2022-04-20 - 2022-04-30
23421,Jam,2022-04-01,31,19:00-22:00,2022-04-10 - 2022-04-20
23429,Jam,2022-04-04,19,19:00-22:00,2022-04-20 - 2022-04-30
23437,Medium,2022-04-04,42,16:00-19:00,2022-04-20 - 2022-04-30
23443,Low,2022-04-01,26,10:00-13:00,2022-04-10 - 2022-04-20
23457,Medium,2022-04-03,17,16:00-19:00,2022-04-20 - 2022-04-30
23458,Medium,2022-04-04,39,19:00-22:00,2022-04-20 - 2022-04-30
23467,Medium,2022-04-05,16,16:00-19:00,2022-04-20 - 2022-04-30
23489,Low,2022-04-05,16,07:00-10:00,2022-04-20 - 2022-04-30
23505,Medium,2022-04-06,43,16:00-19:00,2022-04-20 - 2022-04-30
23511,Jam,2022-04-02,29,19:00-22:00,2022-04-20 - 2022-04-30
23540,Medium,2022-04-02,27,16:00-19:00,2022-04-20 - 2022-04-30
23550,Low,2022-04-02,21,22:00-00:00,2022-04-20 - 2022-04-30
23577,Low,2022-04-05,18,10:00-13:00,2022-04-20 - 2022-04-30
23579,Medium,2022-04-03,26,16:00-19:00,2022-04-20 - 2022-04-30
23601,Medium,2022-04-04,31,16:00-19:00,2022-04-20 - 2022-04-30
23606,Medium,2022-04-06,23,16:00-19:00,2022-04-20 - 2022-04-30
23609,High,2022-04-01,28,10:00-13:00,2022-04-10 - 2022-04-20
23617,Low,2022-04-05,17,10:00-13:00,2022-04-20 - 2022-04-30
23627,High,2022-04-01,13,10:00-13:00,2022-04-10 - 2022-04-20
23631,Jam,2022-04-03,28,19:00-22:00,2022-04-20 - 2022-04-30
23632,Jam,2022-04-05,42,19:00-22:00,2022-04-20 - 2022-04-30
23633,Jam,2022-04-04,26,19:00-22:00,2022-04-20 - 2022-04-30
23634,Low,2022-04-03,16,07:00-10:00,2022-04-20 - 2022-04-30
23637,Medium,2022-04-06,23,16:00-19:00,2022-04-20 - 2022-04-30
23642,Low,2022-04-01,16,10:00-13:00,2022-04-10 - 2022-04-20
23691,Medium,2022-04-03,30,16:00-19:00,2022-04-20 - 2022-04-30
23694,Medium,2022-04-04,39,16:00-19:00,2022-04-20 - 2022-04-30
23700,Medium,2022-04-06,30,16:00-19:00,2022-04-20 - 2022-04-30
23702,Low,2022-04-02,20,22:00-00:00,2022-04-20 - 2022-04-30
23723,High,2022-04-05,34,10:00-13:00,2022-04-20 - 2022-04-30
23739,High,2022-04-01,15,13:00-16:00,2022-04-10 - 2022-04-20
23741,Medium,2022-04-04,48,16:00-19:00,2022-04-20 - 2022-04-30
23745,Medium,2022-04-06,27,16:00-19:00,2022-04-20 - 2022-04-30
23750,Medium,2022-04-03,16,19:00-22:00,2022-04-20 - 2022-04-30
23758,Medium,2022-04-01,19,16:00-19:00,2022-04-10 - 2022-04-20
23761,Jam,2022-04-05,21,19:00-22:00,2022-04-20 - 2022-04-30
23764,Medium,2022-04-02,33,16:00-19:00,2022-04-20 - 2022-04-30
23766,Medium,2022-04-03,39,13:00-16:00,2022-04-20 - 2022-04-30
23769,Low,2022-04-06,22,22:00-00:00,2022-04-20 - 2022-04-30
23773,Medium,2022-04-01,17,16:00-19:00,2022-04-10 - 2022-04-20
23781,Jam,2022-04-02,30,19:00-22:00,2022-04-20 - 2022-04-30
23793,Low,2022-04-05,19,10:00-13:00,2022-04-20 - 2022-04-30
23800,Low,2022-04-05,17,22:00-00:00,2022-04-20 - 2022-04-30
23802,Low,2022-04-04,24,22:00-00:00,2022-04-20 - 2022-04-30
23805,Low,2022-04-04,29,22:00-00:00,2022-04-20 - 2022-04-30
23813,Jam,2022-04-06,29,19:00-22:00,2022-04-20 - 2022-04-30
23821,Low,2022-04-02,15,22:00-00:00,2022-04-20 - 2022-04-30
23826,Medium,2022-04-02,20,19:00-22:00,2022-04-20 - 2022-04-30
23831,Jam,2022-04-02,30,19:00-22:00,2022-04-20 - 2022-04-30
23833,Low,2022-04-01,15,07:00-10:00,2022-04-10 - 2022-04-20
23843,High,2022-04-03,22,10:00-13:00,2022-04-20 - 2022-04-30
23850,Medium,2022-04-03,11,16:00-19:00,2022-04-20 - 2022-04-30
23860,Low,2022-04-06,35,22:00-00:00,2022-04-20 - 2022-04-30
23885,Medium,2022-04-01,20,16:00-19:00,2022-04-10 - 2022-04-20
23887,Jam,2022-04-04,28,19:00-22:00,2022-04-20 - 2022-04-30
23902,Low,2022-04-06,23,22:00-00:00,2022-04-20 - 2022-04-30
23904,Low,2022-04-03,25,22:00-00:00,2022-04-20 - 2022-04-30
23917,Jam,2022-04-04,24,19:00-22:00,2022-04-20 - 2022-04-30
23918,Medium,2022-04-04,49,16:00-19:00,2022-04-20 - 2022-04-30
23924,High,2022-04-05,13,10:00-13:00,2022-04-20 - 2022-04-30
23932,High,2022-04-05,35,10:00-13:00,2022-04-20 - 2022-04-30
23939,Medium,2022-04-05,13,16:00-19:00,2022-04-20 - 2022-04-30
23941,Jam,2022-04-06,39,19:00-22:00,2022-04-20 - 2022-04-30
23957,Medium,2022-04-05,20,16:00-19:00,2022-04-20 - 2022-04-30
23958,Low,2022-04-05,20,07:00-10:00,2022-04-20 - 2022-04-30
23968,Low,2022-04-02,13,22:00-00:00,2022-04-20 - 2022-04-30
23970,Jam,2022-04-02,33,19:00-22:00,2022-04-20 - 2022-04-30
23976,Medium,2022-04-05,19,16:00-19:00,2022-04-20 - 2022-04-30
23984,Jam,2022-04-03,22,19:00-22:00,2022-04-20 - 2022-04-30
23997,Low,2022-04-03,23,22:00-00:00,2022-04-20 - 2022-04-30
24006,Medium,2022-04-03,30,13:00-16:00,2022-04-20 - 2022-04-30
24013,Low,2022-04-01,29,10:00-13:00,2022-04-10 - 2022-04-20
24016,Jam,2022-04-02,42,19:00-22:00,2022-04-20 - 2022-04-30
24021,Jam,2022-04-02,48,19:00-22:00,2022-04-20 - 2022-04-30
24022,Low,2022-04-05,19,22:00-00:00,2022-04-20 - 2022-04-30
24031,Low,2022-04-03,29,10:00-13:00,2022-04-20 - 2022-04-30
24041,High,2022-04-05,14,10:00-13:00,2022-04-20 - 2022-04-30
24045,Medium,2022-04-05,25,16:00-19:00,2022-04-20 - 2022-04-30
24049,Low,2022-04-05,18,22:00-00:00,2022-04-20 - 2022-04-30
24089,Medium,2022-04-02,18,16:00-19:00,2022-04-20 - 2022-04-30
24093,Medium,2022-04-06,36,16:00-19:00,2022-04-20 - 2022-04-30
24099,Low,2022-04-01,18,10:00-13:00,2022-04-10 - 2022-04-20
24111,Jam,2022-04-06,25,19:00-22:00,2022-04-20 - 2022-04-30
24122,Jam,2022-04-02,27,19:00-22:00,2022-04-20 - 2022-04-30
24139,Jam,2022-04-05,28,19:00-22:00,2022-04-20 - 2022-04-30
24140,Low,2022-04-01,14,07:00-10:00,2022-04-10 - 2022-04-20
24144,Medium,2022-04-02,38,16:00-19:00,2022-04-20 - 2022-04-30
24155,Low,2022-04-06,21,22:00-00:00,2022-04-20 - 2022-04-30
24169,Jam,2022-04-03,36,19:00-22:00,2022-04-20 - 2022-04-30
24194,Low,2022-04-04,17,22:00-00:00,2022-04-20 - 2022-04-30
24196,Jam,2022-04-03,23,19:00-22:00,2022-04-20 - 2022-04-30
24214,Medium,2022-04-01,18,16:00-19:00,2022-04-10 - 2022-04-20
24216,Low,2022-04-03,29,22:00-00:00,2022-04-20 - 2022-04-30
24223,Jam,2022-04-05,31,19:00-22:00,2022-04-20 - 2022-04-30
24229,Low,2022-04-03,21,07:00-10:00,2022-04-20 - 2022-04-30
24235,Medium,2022-04-03,18,16:00-19:00,2022-04-20 - 2022-04-30
24241,Medium,2022-04-04,39,16:00-19:00,2022-04-20 - 2022-04-30
24247,Low,2022-04-06,40,22:00-00:00,2022-04-20 - 2022-04-30
24249,Low,2022-04-03,19,22:00-00:00,2022-04-20 - 2022-04-30
24261,Medium,2022-04-01,29,16:00-19:00,2022-04-10 - 2022-04-20
24267,Low,2022-04-02,25,00:00-04:00,2022-04-20 - 2022-04-30
24269,High,2022-04-01,38,13:00-16:00,2022-04-10 - 2022-04-20
24270,Low,2022-04-05,24,07:00-10:00,2022-04-20 - 2022-04-30
24279,Medium,2022-04-06,39,16:00-19:00,2022-04-20 - 2022-04-30
24283,Low,2022-04-06,19,22:00-00:00,2022-04-20 - 2022-04-30
24287,Low,2022-04-05,11,22:00-00:00,2022-04-20 - 2022-04-30
24301,Medium,2022-04-04,25,16:00-19:00,2022-04-20 - 2022-04-30
24302,Low,2022-04-01,13,07:00-10:00,2022-04-10 - 2022-04-20
24303,Low,2022-04-03,23,22:00-00:00,2022-04-20 - 2022-04-30
24310,Low,2022-04-01,18,07:00-10:00,2022-04-10 - 2022-04-20
24312,Low,2022-04-03,18,22:00-00:00,2022-04-20 - 2022-04-30
24313,Low,2022-04-03,25,22:00-00:00,2022-04-20 - 2022-04-30
24314,Jam,2022-04-03,34,19:00-22:00,2022-04-20 - 2022-04-30
24315,Jam,2022-04-02,37,19:00-22:00,2022-04-20 - 2022-04-30
24316,High,2022-04-01,27,10:00-13:00,2022-04-10 - 2022-04-20
24321,Jam,2022-04-01,32,19:00-22:00,2022-04-10 - 2022-04-20
24330,Low,2022-04-06,15,22:00-00:00,2022-04-20 - 2022-04-30
24339,Jam,2022-04-01,28,19:00-22:00,2022-04-10 - 2022-04-20
24359,Low,2022-04-03,26,10:00-13:00,2022-04-20 - 2022-04-30
24361,Medium,2022-04-02,26,19:00-22:00,2022-04-20 - 2022-04-30
24368,Jam,2022-04-04,48,19:00-22:00,2022-04-20 - 2022-04-30
24370,High,2022-04-01,39,13:00-16:00,2022-04-10 - 2022-04-20
24373,Medium,2022-04-02,30,16:00-19:00,2022-04-20 - 2022-04-30
24375,Jam,2022-04-04,34,19:00-22:00,2022-04-20 - 2022-04-30
24389,Low,2022-04-05,17,10:00-13:00,2022-04-20 - 2022-04-30
24392,Low,2022-04-01,21,07:00-10:00,2022-04-10 - 2022-04-20
24396,Jam,2022-04-06,19,19:00-22:00,2022-04-20 - 2022-04-30
24398,Low,2022-04-03,15,10:00-13:00,2022-04-20 - 2022-04-30
24400,Medium,2022-04-03,26,16:00-19:00,2022-04-20 - 2022-04-30
24403,Jam,2022-04-01,29,19:00-22:00,2022-04-10 - 2022-04-20
24430,Low,2022-04-03,20,22:00-00:00,2022-04-20 - 2022-04-30
24431,Low,2022-04-01,26,07:00-10:00,2022-04-10 - 2022-04-20
24432,Medium,2022-04-04,26,16:00-19:00,2022-04-20 - 2022-04-30
24436,Medium,2022-04-06,31,16:00-19:00,2022-04-20 - 2022-04-30
24454,Jam,2022-04-01,22,19:00-22:00,2022-04-10 - 2022-04-20
24469,Jam,2022-04-06,25,19:00-22:00,2022-04-20 - 2022-04-30
24475,Medium,2022-04-03,30,16:00-19:00,2022-04-20 - 2022-04-30
24483,High,2022-04-01,49,10:00-13:00,2022-04-10 - 2022-04-20
24489,Jam,2022-04-02,40,19:00-22:00,2022-04-20 - 2022-04-30
24513,Medium,2022-04-06,24,16:00-19:00,2022-04-20 - 2022-04-30
24517,Low,2022-04-05,16,10:00-13:00,2022-04-20 - 2022-04-30
24528,Medium,2022-04-05,25,13:00-16:00,2022-04-20 - 2022-04-30
24531,Jam,2022-04-06,54,19:00-22:00,2022-04-20 - 2022-04-30
24545,Medium,2022-04-03,18,16:00-19:00,2022-04-20 - 2022-04-30
24556,Jam,2022-04-01,29,19:00-22:00,2022-04-10 - 2022-04-20
24557,Jam,2022-04-04,37,19:00-22:00,2022-04-20 - 2022-04-30
24561,Jam,2022-04-01,35,19:00-22:00,2022-04-10 - 2022-04-20
24563,Medium,2022-04-03,35,16:00-19:00,2022-04-20 - 2022-04-30
24564,Jam,2022-04-03,36,19:00-22:00,2022-04-20 - 2022-04-30
24574,Medium,2022-04-03,28,16:00-19:00,2022-04-20 - 2022-04-30
24575,Low,2022-04-03,17,07:00-10:00,2022-04-20 - 2022-04-30
24581,Jam,2022-04-02,35,22:00-00:00,2022-04-20 - 2022-04-30
24598,Medium,2022-04-02,29,16:00-19:00,2022-04-20 - 2022-04-30
24610,Medium,2022-04-01,29,16:00-19:00,2022-04-10 - 2022-04-20
24623,Low,2022-04-01,28,10:00-13:00,2022-04-10 - 2022-04-20
24636,Jam,2022-04-02,16,19:00-22:00,2022-04-20 - 2022-04-30
24638,Low,2022-04-03,27,07:00-10:00,2022-04-20 - 2022-04-30
24639,Medium,2022-04-04,25,16:00-19:00,2022-04-20 - 2022-04-30
24642,Low,2022-04-04,21,22:00-00:00,2022-04-20 - 2022-04-30
24652,High,2022-04-01,22,10:00-13:00,2022-04-10 - 2022-04-20
24655,Low,2022-04-03,12,22:00-00:00,2022-04-20 - 2022-04-30
24667,Medium,2022-04-04,39,16:00-19:00,2022-04-20 - 2022-04-30
24670,High,2022-04-05,31,10:00-13:00,2022-04-20 - 2022-04-30
24679,Jam,2022-04-06,53,19:00-22:00,2022-04-20 - 2022-04-30
24697,Jam,2022-04-05,26,19:00-22:00,2022-04-20 - 2022-04-30
24710,High,2022-04-03,30,10:00-13:00,2022-04-20 - 2022-04-30
24717,Low,2022-04-03,21,10:00-13:00,2022-04-20 - 2022-04-30
24737,Low,2022-04-04,40,22:00-00:00,2022-04-20 - 2022-04-30
24742,Medium,2022-04-06,21,19:00-22:00,2022-04-20 - 2022-04-30
24751,Low,2022-04-05,16,22:00-00:00,2022-04-20 - 2022-04-30
24758,High,2022-04-05,33,10:00-13:00,2022-04-20 - 2022-04-30
24760,Jam,2022-04-05,30,19:00-22:00,2022-04-20 - 2022-04-30
24763,Low,2022-04-05,28,22:00-00:00,2022-04-20 - 2022-04-30
24769,Low,2022-04-02,33,22:00-00:00,2022-04-20 - 2022-04-30
24785,Jam,2022-04-02,33,19:00-22:00,2022-04-20 - 2022-04-30
24786,Low,2022-04-06,44,22:00-00:00,2022-04-20 - 2022-04-30
24793,Low,2022-04-03,20,22:00-00:00,2022-04-20 - 2022-04-30
24796,High,2022-04-03,16,10:00-13:00,2022-04-20 - 2022-04-30
24808,Low,2022-04-06,23,22:00-00:00,2022-04-20 - 2022-04-30
24818,Medium,2022-04-02,41,16:00-19:00,2022-04-20 - 2022-04-30
24832,Medium,2022-04-06,26,16:00-19:00,2022-04-20 - 2022-04-30
24835,Medium,2022-04-05,26,16:00-19:00,2022-04-20 - 2022-04-30
24836,Medium,2022-04-01,17,16:00-19:00,2022-04-10 - 2022-04-20
24838,Medium,2022-04-01,27,16:00-19:00,2022-04-10 - 2022-04-20
24847,Low,2022-04-03,20,07:00-10:00,2022-04-20 - 2022-04-30
24848,Medium,2022-04-05,17,16:00-19:00,2022-04-20 - 2022-04-30
24850,Medium,2022-04-03,25,19:00-22:00,2022-04-20 - 2022-04-30
24851,High,2022-04-03,33,10:00-13:00,2022-04-20 - 2022-04-30
24853,Low,2022-04-03,21,10:00-13:00,2022-04-20 - 2022-04-30
24854,Medium,2022-04-05,24,16:00-19:00,2022-04-20 - 2022-04-30
24873,Medium,2022-04-01,28,16:00-19:00,2022-04-10 - 2022-04-20
24876,Jam,2022-04-06,38,19:00-22:00,2022-04-20 - 2022-04-30
24896,Low,2022-04-03,22,22:00-00:00,2022-04-20 - 2022-04-30
24897,Jam,2022-04-02,27,19:00-22:00,2022-04-20 - 2022-04-30
24899,High,2022-04-05,19,10:00-13:00,2022-04-20 - 2022-04-30
24913,Medium,2022-04-05,22,16:00-19:00,2022-04-20 - 2022-04-30
24929,Jam,2022-04-02,25,19:00-22:00,2022-04-20 - 2022-04-30
24931,Jam,2022-04-02,23,19:00-22:00,2022-04-20 - 2022-04-30
24939,Jam,2022-04-04,41,19:00-22:00,2022-04-20 - 2022-04-30
24944,Low,2022-04-05,11,10:00-13:00,2022-04-20 - 2022-04-30
24957,Low,2022-04-03,10,07:00-10:00,2022-04-20 - 2022-04-30
24959,Jam,2022-04-05,32,19:00-22:00,2022-04-20 - 2022-04-30
24967,Low,2022-04-02,43,22:00-00:00,2022-04-20 - 2022-04-30
24969,Low,2022-04-01,15,10:00-13:00,2022-04-10 - 2022-04-20
24971,Jam,2022-04-02,44,19:00-22:00,2022-04-20 - 2022-04-30
24973,Medium,2022-04-01,26,16:00-19:00,2022-04-10 - 2022-04-20
24974,Jam,2022-04-06,45,19:00-22:00,2022-04-20 - 2022-04-30
24977,Medium,2022-04-02,19,16:00-19:00,2022-04-20 - 2022-04-30
24985,Low,2022-04-04,20,22:00-00:00,2022-04-20 - 2022-04-30
25009,Low,2022-04-03,16,07:00-10:00,2022-04-20 - 2022-04-30
25015,Low,2022-04-05,23,10:00-13:00,2022-04-20 - 2022-04-30
25023,Jam,2022-04-01,33,19:00-22:00,2022-04-10 - 2022-04-20
25040,Jam,2022-04-05,34,19:00-22:00,2022-04-20 - 2022-04-30
25058,Medium,2022-04-01,16,16:00-19:00,2022-04-10 - 2022-04-20
25063,Low,2022-04-04,25,22:00-00:00,2022-04-20 - 2022-04-30
25065,Jam,2022-04-02,46,19:00-22:00,2022-04-20 - 2022-04-30
